,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,Unnamed: 14,text
275,en,"Chicago, IL",,,,TradingViewBot,Fri Dec 29 23:14:54 +0000 2017,0,0,0,False,0,False,,zen team cardano $ zenbtc https : //t.co/nuti4w6pfa
276,en,"New York, USA",,,,kryptokeepers,Fri Dec 29 23:13:48 +0000 2017,0,0,0,False,0,False,,xrp # 2 cardano # 5 https : //t.co/iquyqp0sia
277,en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 29 23:09:54 +0000 2017,0,0,1,False,0,False,,cardano $ new time high ! last price : 0.00003805 btc
278,en,"New York, USA",,,,HighOnSatoshi,Fri Dec 29 22:58:36 +0000 2017,0,1,1,False,0,False,,currently time highs : ripple $ xrp stellar lumens $ xlm cardano $
279,en,United States,,,,JoshStolt,Fri Dec 29 22:58:17 +0000 2017,0,0,0,False,0,False,,# cardano transaction processing wallet loading uh oh
280,en,United States,,,,groupjts,Fri Dec 29 22:55:57 +0000 2017,0,0,0,False,0,False,,# # cardano way test .60 cents
281,en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 29 22:51:52 +0000 2017,0,0,0,False,0,False,,cardano $ new time high ! last price : 0.00003525 btc
282,en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 29 22:41:36 +0000 2017,0,0,1,False,0,False,,cardano $ new time high ! last price : 0.00003463 btc
283,en,"Melbourne, Victoria",,,,samsaltis,Fri Dec 29 22:28:03 +0000 2017,0,0,0,False,0,False,,“ cardano : ethereum neo killer overhyped overpriced ? ” @ noamlevenson https : //t.co/7zeywwpehl
284,en,"austin, tx",,,,CurtFinch,Fri Dec 29 22:22:25 +0000 2017,0,0,0,False,0,False,,cardano interview | w/ charles hoskinson https : //t.co/hvhinrngek via @ youtube
285,en,"Sunrise Manor, NV",United States,US,"[[[-115.116116, 36.107582], [-115.116116, 36.261926], [-115.006139, 36.261926], [-115.006139, 36.107582]]]",bcobos2552,Fri Dec 29 22:11:15 +0000 2017,0,0,0,False,0,False,,looking really good let ’ keep pushing ! # ripple # xrp # cardano # # iota ! https : //t.co/bvam3d8zsq
286,en,"Los Angeles, CA",,,,henrotwt,Fri Dec 29 22:04:23 +0000 2017,0,0,0,False,0,False,,great comparison https : //t.co/ghjit0kl5e
287,en,Ocean,,,,CryptoAquarium,Fri Dec 29 22:00:03 +0000 2017,0,0,0,False,0,False,,ledger support coming soon ! ... 👉 https : //t.co/d0wzrg4sjr source : r/cardano published 18 minutes ago $ $ crypto
288,en,"Nevada, USA",,,,BAzcorra,Fri Dec 29 21:42:12 +0000 2017,0,0,0,False,0,False,,"binance exchange great place trade crypto currencies check , ☝️link bio 👌 . . ⭕ . . # bitcoin # exchange # iota # ripple # cardano # altcoins # binance https : //t.co/ae6dh3w6y6"
289,en,"Chicago, IL",,,,GDspending101,Fri Dec 29 21:17:17 +0000 2017,0,0,0,False,0,False,,called ! ! ! $ 2 # ripple ... . wohoo ! moon baby ! sayin ... .keep eye # stellarlumens # xvg # cardano
290,en,"Socal, CA",,,,CaseyCorliss,Fri Dec 29 21:16:54 +0000 2017,0,0,0,False,0,False,,# cardano whiteboard ; overview charles hoskinson https : //t.co/1j1xithlwc via @ youtube $ btc $
291,en,Cryptocredits Wallet,,,,Cryptocredit,Fri Dec 29 21:16:18 +0000 2017,0,0,0,False,0,False,,cardano ( ) coin price spike ranked sixth market cap - best & amp ; cheap cryptocurrency invest 2018 # bitcoin # btc # eth # ltc
292,en,"Wichita, KS",,,,mediaadvantages,Fri Dec 29 20:50:34 +0000 2017,0,1,0,False,0,False,,cryptocurrency going hit $ 1 first ? buy cryptos binance https : //t.co/zh47b4imyo $ xvg $ txr $ $ bat # cryptonews # bitcoin # ethereum # coinbase # bittrex # binance # poloniex # cardano # basicattentiontoken # tronix # vergecoin
293,en,California,,,,stockerblog,Fri Dec 29 20:48:00 +0000 2017,0,0,0,False,0,False,,top performing # cryptocurrency last 24 hours : # ripple 46.6 % # cardano 22.2 % # stellar 31.3 % # vergecoin 20.8 % # populous 24.6 % # veritaseum 24.7 % # vechain 28.0 % # bitcoin # bitcoincash # ethereum # litecoin https : //t.co/knhfkbg3c1
294,en,"Chico, CA",,,,CollinsCustomIP,Fri Dec 29 20:38:33 +0000 2017,0,1,0,False,0,False,,"`` cardano ’ liner : cardano industry ’ first platform utilizes academically peer-reviewed open source code . `` ... .haha good luck . sounds realistic $ eos notion users vote . garbage ; bovine feces technical speak , 'll stick solid tek thx $"
295,en,"Boulder, Colorado",,,,IOHK_Charles,Fri Dec 29 20:34:56 +0000 2017,5,21,24,False,0,False,,'d love get cardano support : https : //t.co/fmmay9n7ur
296,en,"Washington, USA",,,,trader_block,Fri Dec 29 20:12:01 +0000 2017,0,0,0,False,0,False,,# xrp # ripple # # cardano # lend # cryptocurrency # bitcoin ripple xrp lend cardano coins ( charts technical analysis ) https : //t.co/ldrloxszdn via @ youtube
297,en,"Austin, TX",United States,US,"[[[-96.977527, 32.620678], [-96.977527, 33.019039], [-96.54598, 33.019039], [-96.54598, 32.620678]]]",PJisvibin,Fri Dec 29 19:23:34 +0000 2017,0,0,0,False,0,False,,get cardano wave ... shit going
298,en,Hyped World,,,,scotlarock727,Fri Dec 29 19:12:41 +0000 2017,0,0,0,False,0,False,,"booom ! # break 40,000 views 4 days ! check hot video ! top 12 coins 2018 : ripple ( $ xrp ) , verge ( $ xvg ) , cardano ( $ ) , ( ... https : //t.co/xphncdgccx via @ youtube # cryptocurrency # bcc # xrb # bnb # litecoin # dnc # btc # eth # blockchain follow us @ sniperstube"
299,en,"New York, USA",,,,Numismatiques,Fri Dec 29 19:08:41 +0000 2017,0,0,0,False,0,False,,🤓 crypto 101 : crypto fork # # litecoin # trx # cryptocurrency # blockchain # bitcoin # bitcoincash # xrp # cardano # ripple # ethereum # crypto # blockchaintechnology # iota # dash # stellar # monero # apple # newyearsresolutions https : //t.co/mffo7rgryx
300,en,United States,,,,YottaBytez,Fri Dec 29 19:02:33 +0000 2017,0,0,0,False,0,False,,sure ethereum neo killer definitely strong competition . https : //t.co/khjcwe3pow
301,en,"Long Beach, CA",,,,_jujuKAKA,Fri Dec 29 18:45:27 +0000 2017,1,0,0,False,0,False,,'m mad 'm holding # xrp right ... n't long 😎 # xlm # cardano # iota # tothemoon
302,en,"Indianapolis, IN",,,,ahernandez2615,Fri Dec 29 18:02:57 +0000 2017,0,0,2,False,0,False,,call # # ethereum killer reason . buy low . # cryptocurrency # cardano
303,en,United States,,,,cryptocoinviz,Fri Dec 29 18:02:03 +0000 2017,0,0,0,False,0,False,,"cardano | $ - coin needs get act together , stat ! need tesla soon ! - https : //t.co/ac6tmm88sz"
304,en,"New York, NY",,,,ryaneshea,Fri Dec 29 17:58:27 +0000 2017,21,18,83,False,0,False,,"`` simple way understand dynamics cryptocurrency told game thrones ” featuring bitcoin , ethereum , bitcoin cash , ripple , litecoin , blockstack , monero , bitcoin gold , zcash , tezos , iota , cardano , & amp ; neo https : //t.co/b20vxyti3h @ ali1sheikh https : //t.co/vwlaxylidm"
305,en,NYC,,,,Coinholdings,Fri Dec 29 17:53:29 +0000 2017,1,3,25,False,0,False,,"# cardano 22 % 24h , overtake # litecoin $ 12.37 billion market cap $ $ ltc # cryptocurrency https : //t.co/mvwm8ytuhl https : //t.co/f5oat22uqw"
306,en,"New York, NY",,,,salesdevengine,Fri Dec 29 17:50:06 +0000 2017,0,0,0,False,0,False,,cardano : ethereum neo killer overhyped overpriced ? https : //t.co/eicrpdgpjc # future # tech # hacker https : //t.co/ymyrvwprlb
307,en,"Cincinnati, OH",,,,jasonappleton,Fri Dec 29 17:26:10 +0000 2017,0,0,1,False,0,False,,profit trailer pairs - telcoin - bitdegree - cardano : https : //t.co/ggzcv3uenf via @ youtube
308,en,,,,,TheQuyMa,Fri Dec 29 17:03:47 +0000 2017,0,0,0,False,0,True,,wow . really really good assessment cardano project . makes feel even better hodling ! looking forward go . # iohk # # cardano # neo # btc # eth # ark # cryptonews https : //t.co/hp3tnybvdk
309,en,"Miami, FL",,,,FrankGee305,Fri Dec 29 17:01:29 +0000 2017,0,1,1,False,0,False,,# # cardano probably overtake # litecoin # ltc next # coinmarketcap # cryptocurrencynews # cryptocurency
310,en,Earth,,,,taoteh1221,Fri Dec 29 17:00:09 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/90mlsyjpzn iohk | cardano whiteboard ; overview charles hoskinson
311,en,Europe & US,,,,carlfischer101,Fri Dec 29 16:52:39 +0000 2017,0,0,0,False,0,False,,cardano blockchain https : //t.co/88cnzlczvx
312,en,New York,,,,ExclusiveCrypto,Fri Dec 29 16:47:05 +0000 2017,0,0,0,False,0,False,,green baby ! ! ! ! ! ! ! ! cryptos moon ! ! ! ! ! ! ! ! ! ! ! ! ! ! ball fall ! ! ! ! ! # crypto # bitcoin # ripple # verge # cardano # dash # monero # electroneum https : //t.co/u9sulzxpup
313,en,"Chicago, IL",,,,TradingViewBot,Fri Dec 29 16:35:54 +0000 2017,0,0,1,False,0,False,,pullback cardano expecte\u2026 $ adabtc https : //t.co/chojg2ecvx
314,en,"Chicago, IL",,,,MogulOfMarkets,Fri Dec 29 16:25:07 +0000 2017,0,0,2,False,0,False,,$ next update 6 days : https : //t.co/uj0qzxfyvu # cardano $ btc # hodl https : //t.co/rhhigh471p
315,en,"Texas, USA",,,,erkaran15,Fri Dec 29 15:32:06 +0000 2017,0,0,0,False,0,False,,“ cardano : ethereum neo killer overhyped overpriced ? ” @ noamlevenson https : //t.co/bnv2x5kdpu
316,en,"Florida, USA",,,,GreenSideStocks,Fri Dec 29 15:21:20 +0000 2017,0,1,0,False,0,False,,"current main 3 # altcoins going strong . # xrp , # & amp ; # xlm hoping see 3 big year next year , heck even 2 3. dont . let 's see 2018 brings . # cardano # stellarlumens # ripple"
317,en,"Boulder, Colorado",United States,US,"[[[-105.190246, 39.957602], [-105.190246, 40.0237], [-105.070651, 40.0237], [-105.070651, 39.957602]]]",IOHK_Charles,Fri Dec 29 15:20:32 +0000 2017,4,38,176,False,0,False,,"'s old african proverb : go fast , go alone . go far , go together . thanks coming cardano 's grand sojourn"
318,en,Ocean,,,,CryptoAquarium,Fri Dec 29 15:00:03 +0000 2017,0,0,0,False,0,False,,cardano back 50 cent ... 👉 https : //t.co/hq8lnjkhc1 source : r/cardano published 18 minutes ago $ $ crypto
319,en,"Colorado Springs, CO",,,,ragstorichesada,Fri Dec 29 14:57:10 +0000 2017,0,0,0,False,0,False,,"# cardano 6th largest coin market cap , people ’ know goals . great unbiased article goes depth ’ grown fast . # # bitcoin # eth # ltc # xvg # ripple # ethereum https : //t.co/zlveldayys"
320,en,United States,,,,cardanonews,Fri Dec 29 14:53:21 +0000 2017,0,0,0,False,0,False,,# # cardano # coin web 4.0 bring ! ! https : //t.co/kvq4yb82gu
321,en,"Chicago, IL",,,,TradingViewBot,Fri Dec 29 14:48:25 +0000 2017,0,0,0,False,0,False,,# cardano $ # momentum $ adabtc https : //t.co/094xotqqge
322,en,"Sarasota, FL",,,,BLK_MTHR,Fri Dec 29 14:45:57 +0000 2017,0,1,0,False,0,False,,decisions good ones ... okay 30 % return today move 60 % return ? # xrp # ripple # # cardano # poe # crypto # ven # vet # venthor https : //t.co/eimaoz6fnd
323,en,United States,,,,cardanonews,Fri Dec 29 14:14:52 +0000 2017,0,1,0,False,0,False,,"# # coin # cardano , according worldcoinindex , cardano overtook ltc terms marketcap https : //t.co/dvra8xsh4h"
324,en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 29 13:09:13 +0000 2017,0,0,0,False,0,False,,cardano $ new time high ! last price : 0.00003366 btc
325,en,United States,,,,singledadcrypto,Fri Dec 29 13:05:32 +0000 2017,0,0,0,False,0,False,,# # cardano moving ! glad see favs upswing !
326,en,"New Jersey, USA",,,,JohnCoviello1,Fri Dec 29 13:03:01 +0000 2017,0,0,1,False,0,False,,"# xrp # 2 # cryptocurrency ! vote favorite # cryptocurrency surpass # bitcoin , vote : https : //t.co/y24accdz7f # ripple # litecoin # bitcoincash # cryptocurrencies # ethereum # eth # cardano # # bch # ltc # btc # iota # dash # money # miota # xem # bitcoincrash"
327,en,Immortal Jellyfish,,,,FOMOBYDICK,Fri Dec 29 13:02:54 +0000 2017,0,0,0,False,0,False,,woke healthy pop cardano $ 'm
328,en,United States,,,,cardanonews,Fri Dec 29 12:53:35 +0000 2017,0,0,1,False,0,False,,"# # 6 # - maintained solid position # 6 . 80 percent # coins already circulation ! ! ! link , check https : //t.co/1xykzlxsfe https : //t.co/jphxdcesl0"
329,en,United States,,,,cardanonews,Fri Dec 29 12:49:43 +0000 2017,0,0,0,False,0,False,,"# # cardano due release janauary 2018 ( janaury would next week ) : ) ,"
330,en,United States,,,,cardanonews,Fri Dec 29 12:45:48 +0000 2017,0,0,1,False,0,False,,"# # cardano great opportunity part project , solves many problems . money , solving real problems # 28 + % . https : //t.co/npmp2z8rbc"
331,en,United States,,,,cardanonews,Fri Dec 29 12:43:55 +0000 2017,0,0,0,False,0,False,,"december 20th younginvesting , review # cardano . # 1. said pull back - ( .38 cents ) unstoppable 2. today december 29th - heading back belongs . https : //t.co/o3wh5dngzq"
332,en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 29 12:42:01 +0000 2017,0,0,0,False,0,False,,cardano $ new time high ! last price : 0.00003284 btc
333,en,United States,,,,cardanonews,Fri Dec 29 12:37:49 +0000 2017,0,0,0,False,0,False,,"# cardano whiteboard ; development , duncan coutts , phd . # # news # cardano https : //t.co/ujkscmd7r5"
334,en,United States,,,,cardanonews,Fri Dec 29 12:36:19 +0000 2017,0,0,0,False,0,False,,# # cardano # backed developed serious respected people - video published courtesy iohk https : //t.co/y3rickdimp
335,en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 29 12:32:05 +0000 2017,0,1,4,False,0,False,,cardano $ new time high ! last price : 0.00003171 btc
336,en,United States,,,,cardanonews,Fri Dec 29 12:17:26 +0000 2017,0,0,0,False,0,False,,"# # cardano - kid 's game , # backed well respected scientists . born yesterday . roadmap published october . # sleeping giant # # solving problems crypto currency https : //t.co/udpplrxn0r"
337,en,United States,,,,cryptocoinviz,Fri Dec 29 12:02:05 +0000 2017,0,0,0,False,0,False,,cardano | $ - shall drink tonight ! - https : //t.co/ac6tmm88sz
338,en,United States,,,,cardanonews,Fri Dec 29 11:50:46 +0000 2017,0,0,1,False,0,False,,"# # news # cardano news 17 % + , within last 24 hours # binance , .37 usd .45 usd - ship leaving dock guys ! ! https : //t.co/zljtnrqp27"
339,en,United States,,,,cardanonews,Fri Dec 29 11:42:29 +0000 2017,0,0,0,False,0,False,,recent interview founder : # cardano # december 21st # credit goes # datadash https : //t.co/5ak57nmjfd # # cardano # news
340,en,United States,,,,cardanonews,Fri Dec 29 11:38:56 +0000 2017,0,0,0,False,0,False,,"# # cardano # # making world better place anyone wants learn cardano , check video founder https : //t.co/okhwnlgthr"
341,en,United States,,,,cardanonews,Fri Dec 29 11:28:15 +0000 2017,0,0,0,False,0,False,,# # cardano # news professor philip wadler - well respected computer scientist . listen say cardano https : //t.co/dxqcjqwurc
342,en,United States,,,,cardanonews,Fri Dec 29 11:24:52 +0000 2017,0,0,0,False,0,False,,# # cardanonews # cardano @ news unofficial twitter - tweet news articles cardano bring updates investors long term hodlers ! dont day trade cardano - worth ! !
343,en,Hyped World,,,,scotlarock727,Fri Dec 29 07:41:28 +0000 2017,0,0,0,False,0,False,,"check 2nd # highest viewed video 3 days ! # topic top 12 coins 2018 : ripple ( $ xrp ) , verge ( $ xvg ) , cardano ( $ ) , ( ... https : //t.co/xphncdgccx via @ youtube # cryptocurrency # fun # xrb # bnb # litecoin # bitcoincrash # btc # eth # blockchain follow us @ sniperstube"
344,en,Cryptocredits Wallet,,,,Cryptocredit,Fri Dec 29 07:09:56 +0000 2017,0,0,0,False,0,False,,cardano price analysis & amp ; forecasting latest news # bitcoin # btc # eth # ltc # bch https : //t.co/clww1kjoni
345,en,"Los Angeles, CA",,,,NateJ4Y,Fri Dec 29 07:01:10 +0000 2017,0,0,1,False,0,False,,wan rich suggest invest # ripple # iota . big things coming way ! # cryptocurreny # bitcoin # btc # xrp # cryptocurrencies # investing # ethereum # rich # cardano # dash # altcoins # hodl # bittrex # verge # coins # crypto # china
346,en,Australia,,,,CryptoLizzard,Fri Dec 29 06:54:00 +0000 2017,0,2,0,False,0,False,,cardano # next roadmap update less 7 days . prior last roadmap update price jumped 3c 17c . load ! https : //t.co/rvzmkknjev # # cardano
347,en,Hyped World,,,,scotlarock727,Fri Dec 29 06:02:35 +0000 2017,0,0,0,False,0,False,,"broke 750 live viewers new @ sniperstube # record boooom ! 3 weeks old # cyrpto nation ! top coins : ripple ( $ xrp ) , cardano ( $ ) , iota ( $ iot ) , stellar ( $ xlm ) , ... https : //t.co/vyknpwbazf via @ youtube # market # cryptocurrency # blockchain # trading # litecoin # eth"
348,en,"Colorado Springs, CO",,,,ragstorichesada,Fri Dec 29 05:45:21 +0000 2017,0,0,0,False,0,False,,# cardano gaining momentum ! # bitcoin # etc # ethereum # xvg $ xvg # ltc
349,en,Hyped World,,,,scotlarock727,Fri Dec 29 05:40:44 +0000 2017,0,0,0,False,0,False,,"live join us almost 600 # live viewers booom ! top coins : ripple ( $ xrp ) , cardano ( $ ) , iota ( $ iot ) , stellar ( $ xlm ) , ... https : //t.co/vyknpwbazf via @ youtube # market # cryptocurrency # blockchain # trading # litecoin # eth"
350,en,Hyped World,,,,scotlarock727,Fri Dec 29 05:26:39 +0000 2017,0,0,0,False,0,False,,"live ... topic tonight . top coins : ripple ( $ xrp ) , cardano ( $ ) , iota ( $ iot ) , stellar ( $ xlm ) , ... https : //t.co/vyknpwbazf via @ youtube # market # cryptocurrency # blockchain # trading # litecoin # eth"
351,en,"Chicago, IL",,,,TradingViewBot,Fri Dec 29 05:20:08 +0000 2017,0,0,0,False,0,False,,cardano . patien\u2026 $ adabtc https : //t.co/deod7pwfxv
352,en,"Indianapolis, IN",,,,TrashyRatchet,Fri Dec 29 05:15:17 +0000 2017,0,0,0,False,0,False,,cardano getting ready go ? @ crypto_bobby
353,en,"Miami, FL",,,,alacret,Fri Dec 29 05:11:09 +0000 2017,0,0,0,False,0,False,,# rt @ cobuild4geeks : rt noamlevenson : new article : cardano : ethereum neo killer overhyped overpriced ? # ethereum # cardano # neo $ neo $ eth $ cardano_ cardanocom cardanostiftung adacoin_ https : //t.co/xafectedyl
354,en,"Charlotte, NC",,,,TheLastCrypto,Fri Dec 29 05:07:21 +0000 2017,1,0,0,False,0,False,,# cryptouniverse ! super # awesome # infographic # cryptocurrency # bitcoin # neo # litecoin # xrp # eth # xlm # creamcoin # xvg # iota # cardano # eos # kmd # salt # mona # emc2 # doge # siacoin # radiatepositivity # python # apple # ibm # microsoft # nyse # cyborgsgonnacyborg # cybrosbrah https : //t.co/xlgghcm2fo
355,en,"Hyderabad, India",,,,ijack9631,Fri Dec 29 05:04:42 +0000 2017,0,0,0,False,0,False,,cardano future ! https : //t.co/kj8kqfmbhc
356,en,"Miami, FL",,,,FrankGee305,Fri Dec 29 04:52:09 +0000 2017,0,1,0,False,0,False,,coins 🚀🚀🚀 # altcoins # altcoins 2018 # altcoinbuzz # cryptonews # cryptocurreny # bitcoin # xrp # ripple # siacoin # saltlending # cardano
357,en,"Colorado Springs, CO",,,,ragstorichesada,Fri Dec 29 03:17:44 +0000 2017,0,0,0,False,0,False,,heard # cardano never looked ? well written article compares # ethereum # neo . great unbiased article . knowledge power ! # # bitcoin # xvg # ltc # crypto # btc # tron # eos https : //t.co/zlveldayys
358,en,"Miami, FL",,,,cobuildlab,Fri Dec 29 03:11:19 +0000 2017,0,0,0,False,0,False,,rt noamlevenson : new article : cardano : ethereum neo killer overhyped overpriced ? # ethereum # cardano # neo $ neo $ eth $ cardano_ cardanocom cardanostiftung adacoin_ https : //t.co/7o0lmjyp3n
359,en,Hyped World,,,,scotlarock727,Fri Dec 29 03:02:34 +0000 2017,0,0,0,False,0,False,,"love # cryptocurrency check video ! hope like # happynewyear top 12 coins 2018 : ripple ( $ xrp ) , verge ( $ xvg ) , cardano ( $ ) , ( ... https : //t.co/xphncdgccx via @ youtube # bcc # xrb # bnb # sky # dnc # btc # eth # blockchain"
360,en,"Baltimore, MD",,,,BaltSocMedia,Fri Dec 29 02:57:02 +0000 2017,0,0,0,False,0,False,,cardano master smart contracts ? let 's look origin attempt exceed ethereum using scientific experimentation driven approach . https : //t.co/socbd4tzsz
361,en,"Boulder, Colorado",,,,IOHK_Charles,Fri Dec 29 02:39:38 +0000 2017,15,21,158,False,0,False,,"example fair balanced review cardano : https : //t.co/pb3nql333q sticks information available , guys actually read stuff 's trying objective . kudos !"
362,en,Ocean,,,,CryptoAquarium,Fri Dec 29 02:32:03 +0000 2017,0,0,0,False,0,False,,ended loving cardano ... 👉 https : //t.co/mitoflshai source : r/cardano published 2 hours ago $ $ crypto
363,en,"Toledo, OH",,,,808sNAdidas,Fri Dec 29 02:15:37 +0000 2017,1,0,0,False,0,False,,’ date gift 100 cardano coins 400 tron coins 🤑
364,en,"Fairfax, VA",,,,MasonFanatic,Fri Dec 29 01:38:08 +0000 2017,0,2,1,False,0,False,,"wbb final : mason 60 , longwood 41. cardaño-hillary 14 , butler 11 11 ."
365,en,"Illinois, USA",,,,TimH815,Fri Dec 29 01:30:35 +0000 2017,0,3,0,False,0,False,,need something double profits tonight . 's gona rocket moon tonight binance ? # crypto # btc # ltc # # cardano # xrp # xvg # xmr # xlm # icx
366,en,Ocean,,,,CryptoAquarium,Fri Dec 29 01:30:02 +0000 2017,0,0,0,False,0,False,,ended loving cardano ... 👉 https : //t.co/mitoflshai source : r/cardano published hour ago $ $ crypto
367,en,San Francisco Bay Area,United States,US,"[[[-121.987421, 37.989865], [-121.987421, 38.043639], [-121.833268, 38.043639], [-121.833268, 37.989865]]]",staymuree,Fri Dec 29 00:34:58 +0000 2017,0,0,0,False,0,True,,"reason front runner larg bag # mmj coins ! $ dope great since , deliver commitments wht else ask 4 ! $ dope # cryptocurreny # cardano # crypto # bitcoin # bittrex $ btc $ thc $ cann $ $ eth $ ltc $ $ xrp $ trx https : //t.co/pbetoewrwt"
368,en,,,,,jaclyn_________,Fri Dec 29 00:03:50 +0000 2017,0,0,0,False,0,True,,got $ 0.21 💪🏻😀 # # adacoin # cardano # cryptonews # cryptocurrency # altcoins 2018 https : //t.co/40imnxd3ua
369,en,Minnesota,,,,youngrphoto,Fri Dec 29 00:03:31 +0000 2017,0,0,0,False,0,True,,"dad told buy beginning 2017 , right ( $ 800 , $ 15,000 ) risky investment , imho , great fun . better might ripple ( $ 1.83 ) cardano ( $ 0.40729 ) today . bitcoin probably n't scam , n't mean n't loose . https : //t.co/ro2oanxhz6"
370,en,"Washington, DC",,,,ajonnala1,Thu Dec 28 23:13:44 +0000 2017,0,0,1,False,0,False,,crypto news updates stay tuned youtube channel . # # cardano # monero # ripple # xrp # bitcoin # btc # ltc # litecoin # dash # verg # xvg # nxt # redd # eth # iota https : //t.co/useul0mpyv
371,en,"Colorado Springs, CO",,,,ragstorichesada,Thu Dec 28 22:49:45 +0000 2017,0,1,2,False,0,False,,"7 days # cardano road map ! better get ready ! ’ already , digging # cardano , amaze read ! # bitcoin # # xvg # ltc # ethereum # crypto # vergecoin # xrp https : //t.co/vtomnblnfp"
372,en,"Washington DC, Baltimore MD",,,,fitterweb,Thu Dec 28 22:15:01 +0000 2017,0,0,0,False,0,False,,cardano master smart contracts ? let 's look origin attempt exceed ethereum using scientific experimentation driven approach . https : //t.co/fk96ww6hqo
373,en,"Winter Park, FL",,,,daytraderdalton,Thu Dec 28 21:52:44 +0000 2017,0,0,2,False,0,True,,"# smartcash havent yet , look . dyor great community growing rapidly . grab 10,000 # smart smartnode ! # bitcoin # ethereum # ripple # bitcoincash # litecoin # omisego # cardano # monero # dash # neo # ark # stellar # cryptocurrency # blockchain # community https : //t.co/oxnasibypk"
374,en,"Annapolis, MD",,,,LaunchAnnapolis,Thu Dec 28 21:27:00 +0000 2017,0,0,0,False,0,False,,cardano master smart contracts ? let 's look origin attempt exceed ethereum using scientific experimentation driven approach . https : //t.co/h6atpa8b4k
375,en,"New York, USA",,,,Numismatiques,Thu Dec 28 20:13:32 +0000 2017,0,0,0,False,0,False,,😓 kidnapping new level . # # litecoin # trx # cryptocurrency # blockchain # bitcoin # bitcoincash # xrp # cardano # ripple # ethereum # crypto # cryptos # blockchaintechnology # iota # dash # stellar # monero https : //t.co/cxnlqeudou
376,en,"San Francisco, CA",,,,rodrigogd5,Thu Dec 28 18:11:17 +0000 2017,0,0,0,False,0,False,,"put money willing lose , ’ put house 401k loans etc . ’ straight dumb , smart invest afford lose # cryptocurrencies # bitcoincash # bitcoin # ltc # ethereum # ripple # cardano"
377,en,"San Francisco, CA",,,,rodrigogd5,Thu Dec 28 18:07:43 +0000 2017,0,0,0,False,0,False,,"investor 10 years , believe hold cryptocurrency point sell losing money . right holding # litecoin # ltc # bitcoincash # bitcoin # ethereum # cardano"
378,en,Hyped World,,,,scotlarock727,Thu Dec 28 18:03:27 +0000 2017,0,0,0,False,0,False,,"check 2nd # highest viewed video 3 days ! # topic top 12 coins 2018 : ripple ( $ xrp ) , verge ( $ xvg ) , cardano ( $ ) , ( ... https : //t.co/xphncdgccx via @ youtube # cryptocurrency # bcc # xrb # bnb # sky # dnc # btc # eth # blockchain follow us @ sniperstube"
379,en,"Pennsylvania, USA",,,,jmfranco79,Thu Dec 28 17:37:59 +0000 2017,0,0,0,False,0,False,,liked @ youtube video https : //t.co/mzl260igod verge vs ripple vs cardano vs tron ! best altcoins ?
380,en,"Dallas, HCMC, Da Nang, Bangkok",,,,HeyTaiZen,Thu Dec 28 17:33:32 +0000 2017,1,3,3,False,0,False,,"@ nxtcommunity held gold medal every yr coming difficult names crypto including : nxt , ardor , ignis . challenged @ adacoin_ cardano , ouroboros , daedulus . wait 's ... @ emurgo_io ? really ? ? ? lol ! ! !"
381,en,"Pittsburgh, PA",,,,Fermi_Solution,Thu Dec 28 17:24:34 +0000 2017,0,0,0,False,0,False,,"good day stock # cardano , # fud working favor . #"
382,en,Cryptocredits Wallet,,,,Cryptocredit,Thu Dec 28 17:02:02 +0000 2017,0,0,0,False,0,False,,cardano ( ) fell $ 0.37692105 24 hours # bitcoin # btc # eth # ltc # bch https : //t.co/8pzyn3donl
383,en,"Las Vegas, NV",,,,NV_Patriot,Thu Dec 28 16:48:29 +0000 2017,0,1,0,False,0,False,,cardano ripple rxp top 2018 cryptocurrencies . 2 change market whoever gets make lot money . n't say n't warn ! # cardanocoin # # ripple # xrp # hodl # blockchain # bittrex
384,en,"New Jersey, USA",,,,JeffreyJWynn,Thu Dec 28 16:48:12 +0000 2017,0,1,0,False,0,False,,pretty interesting article blockchain platform called cardano stacks ethereum . # blockchain # cryptocurrency # ethereum # cardano https : //t.co/f7iwkkashg
385,en,,,,,ArmADApool,Thu Dec 28 16:47:39 +0000 2017,0,0,1,False,0,False,,cardano price analysis - promising lofty goals # # cardano $ https : //t.co/wmkvinf0vk
386,en,"Chicago, IL",,,,VisionaryFinanc,Thu Dec 28 16:26:57 +0000 2017,0,0,0,False,0,False,,"despite crypto selloffs , ripple accelerating continuous deal making . see link ! https : //t.co/evk8tsmjas # ripple # xrp $ xrp # btc # bitcoin # cryptonews # cryptocurrency # ethereum # litecoin # cardano https : //t.co/xu51ixeuqd"
