text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,
"If you’re still looking for an easy way to buy Ripple (XRP) and most cryptos (Altcoins) not available on Coinbase, the following article is for you:

https://t.co/NMmDI0LeDJ

#XRP #coinbase #Binance",en,The Ether,,,,JazCrypto,Wed Dec 27 15:00:55 +0000 2017,0,0,0,False,0,False,
"Price of #Cardano $ADA is now: 0.420996$

Check out more coins on the world's best exchange: https://t.co/ndpPpY7J7A

$IFT $ALIS $LA $UBQ $SWIFT $2GIVE $AE $STORJ $TIX $LMC $LKK $EMV $HVN $LBC $BLK $VIB $TAAS $XLM $DOPE $ART $TKN $PART $UKG https://t.co/Td8RHVDXID",en,Verenigde Staten,,,,CryptoConor,Wed Dec 27 14:40:29 +0000 2017,0,0,0,False,0,False,
RT IOHK_Charles: This is a scam: https://t.co/ONMSuHqCT7 do not create a wallet. Your money will be stolen,en,"Miami, FL",,,,cobuildlab,Wed Dec 27 14:18:29 +0000 2017,0,0,0,False,0,False,
This is a scam: https://t.co/Bj1BRwZEkD do not create a wallet. Your money will be stolen,en,"Boulder, Colorado",,,,IOHK_Charles,Wed Dec 27 13:50:49 +0000 2017,14,18,243,False,0,False,
https://t.co/38O93bkbcy #Blockchain -  Cardano Price Analysis - Promising lofty goals https://t.co/TSXjzFTs7O #DistributedLedger https://t.co/deEOyecHpT,en,"Lexington, KY",,,,CoinLaw,Wed Dec 27 12:39:05 +0000 2017,0,0,0,False,0,False,
"New Cardano Roadmap Release in 8 Days! Thoughts?...

👉 https://t.co/4bEs2MrQEI

Source: r/cardano

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Wed Dec 27 12:32:03 +0000 2017,0,0,0,False,0,False,
"🤓 Cryptocurrency and BlockChain Geeks wanted says #LinkedIn
#ADA #Litecoin #trx #cryptocurrency #blockchain #Bitcoin #BitcoinCash #xrp #Cardano #ripple #ethereum #Crypto #Jobs #cryptojobs #BlockchainTechnology #IOTA  #Dash #stellar #Monero #blockchainjobs
https://t.co/cmAMH2i7G3",en,"New York, USA",,,,Numismatiques,Wed Dec 27 12:19:32 +0000 2017,0,0,0,False,0,False,
"🤔 SALT Lending - Risks are high, would you invest and why?
#ADA #Litecoin #trx #cryptocurrency #blockchain #Bitcoin #BitcoinCash #xrp #Cardano #ripple #ethereum #Crypto #Cryptos #saltlending #BlockchainTechnology #IOTA  #Dash #stellar #Monero #Banks

https://t.co/5qSQNifoYv",en,"New York, USA",,,,Numismatiques,Wed Dec 27 12:11:19 +0000 2017,0,0,0,False,0,False,
"New Cardano Roadmap Release in 8 Days! Thoughts?...

👉 https://t.co/4bEs2MrQEI

Source: r/cardano

Published  17 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Wed Dec 27 12:00:03 +0000 2017,0,0,0,False,0,False,
"Hearing a lot of chat on crypto more and more recently... ACC, Cardano, HAT and more top picks apparently! More excited about the blockchain tech than the currency tho :)",en,"Los Angeles, CA",,,,AndyWilliamsCEO,Wed Dec 27 07:14:16 +0000 2017,0,0,0,False,0,False,
If you are still undecided to buy Ada. $ada #cardano #ada https://t.co/fw5KiKczV6,en,"San Francisco, CA",,,,judymSF,Wed Dec 27 07:07:39 +0000 2017,0,0,1,False,0,False,
Cardano #ADA Price Analysis - Promising lofty goals » https://t.co/AKqTQSjWNx https://t.co/gbHi7l4ew6 (via Brave New Coin),en,"San Francisco, CA",,,,dnnnewswire,Wed Dec 27 07:00:02 +0000 2017,0,0,0,False,0,False,
Cardano coins are staying on the strong Daedalus wallet.,en,"Aspen, CO",,,,Cryptoreum,Wed Dec 27 06:59:57 +0000 2017,0,0,0,False,0,False,
#RssBit #News:  Cardano Price Analysis - Promising lofty goals https://t.co/LoDaHj390C https://t.co/zUTzGZg9up,en,World Wide Web,,,,crypto_fury,Wed Dec 27 06:44:05 +0000 2017,0,0,0,False,0,False,
"Will we see #Cardano #ada hit $1.00 in 2018? 

#cryptocurrency #bitcoin #altcoin",en,United States,,,,DisruptiveMoney,Wed Dec 27 06:37:26 +0000 2017,0,0,1,False,0,False,
"Going with Verge (XVG) and Ripple (XRP), and Cardano (ADA) for 2018. Let me know your thoughts on these coins",en,In Orbit ,,,,livebtctrade,Wed Dec 27 06:24:59 +0000 2017,0,2,0,False,0,False,
"My thoughts on $ADA

https://t.co/8rqoCwPfNA",en,"D.C., USA",,,,CarpeNoctom,Wed Dec 27 05:26:26 +0000 2017,8,22,92,False,0,False,
"#Bitcoin #News: ""Cardano Price Analysis - Promising lofty goals"" https://t.co/IO3bS87vGQ",en,World Wide Web,,,,RssBit,Wed Dec 27 05:09:19 +0000 2017,0,0,0,False,0,False,
Cardano Price Analysis - Promising lofty goals » Brave New Coin #Bitcoin #BTC #ETH #LTC #BCH https://t.co/HYH8pK2cVy,en,Cryptocredits Wallet,,,,Cryptocredit,Wed Dec 27 04:40:26 +0000 2017,0,0,0,False,0,False,
"I liked a @YouTube video https://t.co/Hcus7ujw7A How To Buy Cardano, Ripple, &amp; ALTcoins! Step By Step Tutorial!",en,apache junction az,,,,dog3604,Wed Dec 27 04:18:25 +0000 2017,0,0,0,False,0,False,
Cardano Roadmap and What the Future Holds #Ethereum $ETH $BTC https://t.co/goJXmlFsTp,en,"San Francisco, CA",,,,Hacking_Crypto,Wed Dec 27 04:13:59 +0000 2017,0,0,0,False,0,False,
Cardano Price Analysis - Promising lofty goals https://t.co/WgTCCWA1aq via @bravenewcoin,en,"Santa Monica, CA",,,,TheProtocolTV,Wed Dec 27 03:36:00 +0000 2017,0,0,0,False,0,False,
Been hearing more chatter about Cardano as a platform but haven't wrapped my head around it / read the whitepaper deeply yet. Any opinions from the HiveMind before I dive in?,en,"Marina del Rey, CA",,,,markjeffrey,Wed Dec 27 03:17:57 +0000 2017,0,2,0,False,0,False,
Cardano Interview | w/ Charles Hoskinson https://t.co/bo3g3VGnkZ via @YouTube,en,United States,,,,SatoshiBun,Wed Dec 27 03:13:02 +0000 2017,0,0,0,False,0,False,
Whoever wrote this: it’s interesting but really needs some basic editing. https://t.co/lW6FpCLlqN (And there doesn’t seem to be contact info anywhere... 😕),en,"Holly Springs, NC",United States,US,"[[[-121.932378, 36.540748], [-121.932378, 36.564516], [-121.912765, 36.564516], [-121.912765, 36.540748]]]",bbhart_ca,Wed Dec 27 02:23:36 +0000 2017,0,0,0,False,0,False,
A really comprehensive writeup on iohk and Cardano https://t.co/hdKsS2CkZv,en,"Boulder, Colorado",United States,US,"[[[-105.190246, 39.957602], [-105.190246, 40.0237], [-105.070651, 40.0237], [-105.070651, 39.957602]]]",IOHK_Charles,Wed Dec 27 01:59:41 +0000 2017,2,3,61,False,0,False,
"I liked a @YouTube video https://t.co/Rigjn4eYE9 Cardano Technical Analysis (ADA) : Consolidation requires patience [December, 2017]",en,"Houston, TX",,,,KEEP8REAL,Wed Dec 27 01:02:56 +0000 2017,0,0,0,False,0,False,
Verge vs Ripple vs Cardano vs Tron! Best ALTcoins? https://t.co/RwEEzveVVq,en,Lewisville,,,,steinjgoff,Wed Dec 27 00:31:33 +0000 2017,0,0,0,False,0,False,
Cardano is about to take off!! HODL HODL HODL #ADA #BTC #DOGE https://t.co/nZk70S1xGS,en,"Atlanta, GA",,,,Rich__Connect,Wed Dec 27 00:23:13 +0000 2017,0,0,0,False,0,False,
"It’s actually quite nauseating how much jealousy, FUD, dismissiveness, and irrationality is posted about #cardano project. Open your eyes people. #ada #cryptocurrency #2018 #btc #bitcoin #eth #ethereum",en,,,,,TheQuyMa,Tue Dec 26 22:19:05 +0000 2017,0,0,0,False,0,False,
Hey @IOHK_Charles #Cardano is next generation crypto. Some get it some won't. But keep doing what you do brotha. One day lovelaces will be the unit of measurement on everyone's lips.,en,Sovereign Nation,,,,LuCkyBas_Tard,Tue Dec 26 21:34:09 +0000 2017,0,0,0,False,0,False,
"⬆ +2 How to buy RIPPLE, TRON, CARDANO, IOTA or other altcoins on binance (guide) https://t.co/0Us0t7U7pP $BNB $MIOTA",en,"Portland, OR",,,,gaelan_zab,Tue Dec 26 21:08:55 +0000 2017,0,1,0,False,0,False,
"I added a video to a @YouTube playlist https://t.co/aFsIrGxyrk Why I bought 15,000 Cryptocurrency Cardano ADA",en,"Cincinnati, OH",,,,jasonappleton,Tue Dec 26 20:00:36 +0000 2017,0,0,0,False,0,False,
I added a video to a @YouTube playlist https://t.co/rpzBWEZ7bY Cardano - Crypto Market Cap,en,"Cincinnati, OH",,,,jasonappleton,Tue Dec 26 20:00:36 +0000 2017,0,0,0,False,0,False,
"#ada #cardano roadmap gets released in less than 10 days! There is also a meet up in London on January 4th for Cardano! Things are about to happen! 

#bitcoin #lisk #ethereum #verge #ltc",en,"Colorado Springs, CO",,,,ragstorichesada,Tue Dec 26 19:33:51 +0000 2017,0,0,0,False,0,False,
"IN 24 hours over 25,000 #Views Ty #Everyone Top 12 Coins Of 2018: Ripple ($XRP), Verge ($XVG), Cardano ($ADA), NEM (... https://t.co/xpHNcDgccx via @YouTube #Viral #SniperNation #Cyrptocurrency #Predictions @Sniperstube #Community is on Fire!",en,Hyped World,,,,scotlarock727,Tue Dec 26 18:45:34 +0000 2017,0,0,0,False,0,False,
"I'm doing an interview on Cardano on Friday the 29th with @cryptocandor if you have any questions you'd like her to ask (positive or negative) post them here 
https://t.co/uubus9EWLW",en,"Boulder, Colorado",United States,US,"[[[-105.190246, 39.957602], [-105.190246, 40.0237], [-105.070651, 40.0237], [-105.070651, 39.957602]]]",IOHK_Charles,Tue Dec 26 18:25:16 +0000 2017,0,35,42,False,0,False,
"VOTE for your favorite #cryptocurrency to topple #Bitcoin, Vote at:  https://t.co/Y24acCDZ7f
 
#Ripple #Litecoin #BitcoinCash #BitcoinGold #cryptocurrencies #Ethereum #ETH #XRP #Cardano #ADA #BCH #LTC #BTC #digitalcurrency #IOTA #DASH #money #MIOTA #XEM #bitcoincrash",en,"New Jersey, USA",,,,JohnCoviello1,Tue Dec 26 17:58:20 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/sBwqN6lUl4 Verge vs Ripple vs Cardano vs Tron! Best ALTcoins?,en,NJ,,,,DomSparacio,Tue Dec 26 17:06:25 +0000 2017,0,0,0,False,0,False,
"Alright friends, I am compiling a list of questions for @IOHK_Charles when I interview him on my vlog! Shoot me some requests and maybe you'll make the list. 🤓 #cardano #ada $ada #crypto #CryptoCurrencies #Cryptocurreny $btc $eth $ltc",en,USA,,,,CryptoCandor,Tue Dec 26 14:31:05 +0000 2017,2,63,30,False,0,False,
"Investment in cardano returns double the yield of bitcoin...

👉 https://t.co/Xul2pleKb5

Source: r/cardano

Published  an hour ago
$ADA $BTC $Crypto",en,Ocean,,,,CryptoAquarium,Tue Dec 26 14:04:04 +0000 2017,0,0,0,False,0,False,
"Investment in cardano returns double the yield of bitcoin...

👉 https://t.co/Xul2pleKb5

Source: r/cardano

Published  28 minutes ago
$ADA $BTC $Crypto",en,Ocean,,,,CryptoAquarium,Tue Dec 26 13:30:02 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/0WAK1Jc1Ac Verge vs Ripple vs Cardano vs Tron! Best ALTcoins?,en,"St.Louis, MO",,,,shinds,Tue Dec 26 13:00:53 +0000 2017,0,0,0,False,0,False,
What will the value of xrp be if this image succeeds? $5? $50? $500? $5000? #bch #ltc #dash #ada #iot #Cardano #IOTA #ltc #eth #monero #xmr #bitcoin #ethereum #trx #tron #xlm #StellarLumens #btc #neo #litecoin #NEOcoin #cme #xrp #etc #coinbase #ripple #follow # comment # retweet https://t.co/kqR0gHT2oa,en,"San Francisco, CA",,,,JimLovelll,Tue Dec 26 11:31:25 +0000 2017,2,3,5,False,0,False,
$€Ł500 free transfer! https://t.co/S1kFik6ojh Rs 1 lakh investment in cardano returns double the yield of bitcoin https://t.co/Vsg3kjDqx4 https://t.co/0t2Gwz3jUT,en,Holmfirth,,,,DoraWurth,Tue Dec 26 10:01:05 +0000 2017,0,0,0,False,0,False,
"Rs 1 lakh investment in cardano returns double the yield of bitcoin  Economic Times  LATEST NEWS. Winning m... https://t.co/M5fCHRQMBZ",en,"California, USA",,,,cryp2news,Tue Dec 26 09:54:02 +0000 2017,0,0,0,False,0,False,
Rs 1 lakh investment in cardano returns double the yield of bitcoin https://t.co/ZymjO5dD1j,en,المملكة العربية السعودية,,,,remarkcoble,Tue Dec 26 07:42:25 +0000 2017,0,0,0,False,0,False,
Bitcoin: Rs 1 lakh investment in cardano returns double the yield of bitcoin #Bitcoin #BTC #ETH #LTC #BCH,en,Cryptocredits Wallet,,,,Cryptocredit,Tue Dec 26 07:01:46 +0000 2017,0,0,0,False,0,False,
Cardano | $ADA - Wowzee! Why is this bad boy it going up? - https://t.co/Ac6tmM88SZ,en,United States,,,,cryptocoinviz,Tue Dec 26 06:02:04 +0000 2017,0,0,0,False,0,False,
"Ep. 25. Keanu Reeves on bitcoin, Vanguard on Blockchain and Cardano https://t.co/hWnUGmAGoa by @firesidefm #bitcoin",en,"Los Angeles, CA",,,,propify_online,Tue Dec 26 05:57:22 +0000 2017,1,0,0,False,0,False,
RT! -&gt; Rs 1 lakh investment in cardano returns double the yield of bitcoin https://t.co/Bdm1Z2SQoa #crypto,en,"Hollywood, USA",,,,Chandra_Trauth,Tue Dec 26 05:57:14 +0000 2017,0,0,0,False,0,False,
GMLCPA Accepting Bitcoin in the First Quarter of the New Year @matrixthinker #crowdsale #blockchain #ICO #cryptocurrency #bitcoin #Ethereum #ripple #litecoin #cardano #verge #stellar #tron https://t.co/aWkLzKA6CR https://t.co/DuVtgAOIk8,en,New York,,,,pamperfashion,Tue Dec 26 04:40:08 +0000 2017,0,0,2,False,0,False,
"The best currency to invest is Dimcoin, it is forecast that its price will be $5 in less than 6 months, the current price is 15 cents.

Dimcoin To The Moon!

#Dim #Dimcoin #Dimtoken #Ethereum #eth #Bitcoin #btc #IOTA #litecoin #dash #nem #cardano #eos #populous #Monero https://t.co/ocbnhG5Pe5",en,Laniakea,,,,asdf_coin,Tue Dec 26 03:50:47 +0000 2017,1,3,5,False,0,False,
"Cardano, Will It Drop? $ADABTC https://t.co/sO0Ki76ESy",en,"Chicago, IL",,,,TradingViewBot,Tue Dec 26 03:38:53 +0000 2017,0,0,0,False,0,False,
I heard Cardano $ADA is tomorrow’s coin of the day... is it true? @officialmcafee,en,🌎,,,,antoniosurfer,Tue Dec 26 03:25:57 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/DNt17wBeSr Verge vs Ripple vs Cardano vs Tron! Best ALTcoins?,en,Connecticut,,,,BigNurm,Tue Dec 26 03:02:18 +0000 2017,0,0,0,False,0,False,
#cardano #ada #iohk just shaking off those haters #cryptocurrency https://t.co/tSLc22PG7F,en,,,,,TheQuyMa,Tue Dec 26 02:38:39 +0000 2017,0,0,0,False,0,True,
"Last 2 weeks I've been told IOTA is a fraud, Cardano is a fraud, Verge is a fraud, Ripple is bullshit, and that Litecoin is over. All of this is fud. I take ownership on my investments. Fear won't scare me off. 2018 will be a huge year altcoins #CryptoCurrencies @Altcoinbuzzio",en,"SLC, UT",,,,Daguirre84,Tue Dec 26 02:29:43 +0000 2017,3,26,47,False,0,False,
Where the hell is this myth of Cardano having no working product coming from? It's like no one is aware that GitHub exists https://t.co/TKjMto0bx7 and try daedalus at daedaluswallet.io,en,"Boulder, Colorado",United States,US,"[[[-105.190246, 39.957602], [-105.190246, 40.0237], [-105.070651, 40.0237], [-105.070651, 39.957602]]]",IOHK_Charles,Tue Dec 26 02:17:34 +0000 2017,4,45,95,False,0,False,
"Touching on my last tweet you can also find
#xrp
#moreno
#neo
#cardano 
And a few more. Anyone have thoughts why some coins show on coinbase search and some don’t?",en,"California, USA",,,,cory_crypto,Tue Dec 26 01:26:23 +0000 2017,0,0,0,False,0,False,
"I added a video to a @YouTube playlist https://t.co/eWoniIiwub Top 12 Coins Of 2018 Ripple $XRP, Verge $XVG, Cardano $ADA, NEM $XEM,",en,"Washington, DC",,,,john_review,Tue Dec 26 01:25:43 +0000 2017,0,0,0,False,0,False,
Cardano (ADA)- Buy opportunity with another run in sight! https://t.co/XsEZb7L2q3 #markets #trading #technicals (trending on TradingView),en,"Detroit, MI",,,,AlphaTribune,Tue Dec 26 01:09:12 +0000 2017,0,0,0,False,0,False,
"So much respect for the amount of work the team is putting...

👉 https://t.co/L03gXgrTGv

Source: r/cardano

Published  12 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Tue Dec 26 00:00:04 +0000 2017,0,0,1,False,0,False,
Anyone who hasn’t bought Ada yet could be missing this big opportunity. DYOR and invests wisely. $ada #cardano           Cardano (ADA) Plans to Take Over the Eastern Pacific in 2018 – Price Prediction https://t.co/VMrIfIQUvR via @Oracle Times,en,"San Francisco, CA",,,,judymSF,Mon Dec 25 22:17:50 +0000 2017,0,0,4,False,0,False,
The fun part of our job is that we get to re-imagine democracy into something more practical and scalable at all levels https://t.co/TaykJFQ58s coming to Cardano in 2018,en,"Boulder, Colorado",United States,US,"[[[-105.190246, 39.957602], [-105.190246, 40.0237], [-105.070651, 40.0237], [-105.070651, 39.957602]]]",IOHK_Charles,Mon Dec 25 22:13:47 +0000 2017,4,5,37,False,0,False,
Cardano to the moon 2018.,en,California,,,,Wassefkamal,Mon Dec 25 21:20:39 +0000 2017,0,0,0,False,0,False,
Cardano ADA. The next big thing.,en,California,,,,Wassefkamal,Mon Dec 25 21:15:27 +0000 2017,0,0,0,False,0,False,
"Charles Hoskinsons blog yesterday. Big year to come!...

👉 https://t.co/wTTT1ov1Rs

Source: r/cardano

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 21:04:05 +0000 2017,0,0,0,False,0,False,
"Charles Hoskinsons blog yesterday. Big year to come!...

👉 https://t.co/wTTT1ov1Rs

Source: r/cardano

Published  24 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 20:30:02 +0000 2017,0,0,0,False,0,False,
On December 24-25 analysts noticed Cardano (ADA) fall by -1.53% #Bitcoin #BTC #ETH #LTC #BCH https://t.co/IyP4ql3A2x,en,Cryptocredits Wallet,,,,Cryptocredit,Mon Dec 25 20:23:40 +0000 2017,0,0,0,False,0,False,
"Finally found the cryptocurrency that I feel represents tech that I like...

👉 https://t.co/LBaJwJMoMW

Source: r/cardano

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 19:04:04 +0000 2017,0,0,0,False,0,False,
"Finally found the cryptocurrency that I feel represents tech that I like...

👉 https://t.co/LBaJwJMoMW

Source: r/cardano

Published  40 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 18:32:02 +0000 2017,0,0,0,False,0,False,
Cardano (ADA) is the Best Cryptocurrency for New Investors #Bitcoin #BTC #ETH #LTC #BCH https://t.co/HSVuTkGTW1,en,Cryptocredits Wallet,,,,Cryptocredit,Mon Dec 25 18:22:40 +0000 2017,0,0,0,False,0,False,
"I liked a @YouTube video https://t.co/vmWuLscy0w Top 12 Coins Of 2018: Ripple ($XRP), Verge ($XVG), Cardano ($ADA), NEM ($XEM), EOS",en,,,,,HEX_Toshi,Mon Dec 25 18:07:13 +0000 2017,0,0,1,False,0,False,
Cardano | $ADA - I guess everybody is getting up..  - https://t.co/Ac6tmM88SZ,en,United States,,,,cryptocoinviz,Mon Dec 25 18:02:03 +0000 2017,0,0,0,False,0,False,
"Finally found the cryptocurrency that I feel represents tech that I like...

👉 https://t.co/LBaJwJMoMW

Source: r/cardano

Published  10 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 18:00:02 +0000 2017,0,0,0,False,0,False,
Bitcoin dominance is at 43% and dropping steadily over the past few weeks! Let the rise of the alt coins begin! 2018 is the year of alt coins! #ada #cardano #ltc #verge #ethereum #bitcoin,en,"Colorado Springs, CO",,,,ragstorichesada,Mon Dec 25 17:58:18 +0000 2017,0,0,1,False,0,False,
WHAT IS CARDANO ADA SHOULD YOU BUY? https://t.co/EukN21SDdN https://t.co/ERTrPGsckz,en,United States,,,,usfastcashhouse,Mon Dec 25 17:55:06 +0000 2017,0,0,1,False,0,False,
Cardano cards look amazing! Fantastic job indeed. https://t.co/VrrkoyBPDq,en,"Aspen, CO",,,,Cryptoreum,Mon Dec 25 17:35:36 +0000 2017,0,0,0,False,0,True,
I added a video to a @YouTube playlist https://t.co/AK7t9ZfQcQ Bitshares / Verge / Cardano / Eos VERTICAL EXPLOSION INCOMING.,en,"Delaware, USA",,,,MobileFoodBooth,Mon Dec 25 17:34:01 +0000 2017,0,0,0,False,0,False,
Cardano (ADA): Breaking Through $ADABTC https://t.co/AgoHjP7seU,en,"Chicago, IL",,,,TradingViewBot,Mon Dec 25 17:26:22 +0000 2017,0,0,2,False,0,False,
Long ADA (Cardano) Breakout! $ADABTC https://t.co/9tw9RVOqAv,en,"Chicago, IL",,,,TradingViewBot,Mon Dec 25 16:48:10 +0000 2017,0,0,1,False,0,False,
"I'm testing the waters with #medium - I think it is a great platform and I've found really useful information there. So I decided to post the write up that goes along with my #cardano #ada $ada video! https://t.co/8D8rHfuLF5

#cryptocandor #crypto #cryptocurrency",en,USA,,,,CryptoCandor,Mon Dec 25 16:36:53 +0000 2017,0,1,1,False,0,False,
#cardano road map only 10 days away! Can’t wait to see the new details! #ada #bitcoin #ETHEREUM #ltc #verge #syscoin https://t.co/DOXsLTPiEj,en,"Colorado Springs, CO",,,,ragstorichesada,Mon Dec 25 16:27:35 +0000 2017,0,0,0,False,0,False,
"Theres another ada wallet scam on google play. by crypto devs. yall...

👉 https://t.co/T26fs85KLT

Source: r/cardano

Published  36 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 14:32:03 +0000 2017,0,0,0,False,0,False,
"VOTE for your favorite #cryptocurrency to topple #Bitcoin, see:  https://t.co/Y24acCDZ7f …
 
#Ripple #Litecoin #BitcoinCash #BitcoinGold #cryptocurrencies #Ethereum #ETH #XRP #Cardano #ADA #BCH #LTC #BTC #digitalcurrency #IOTA #DASH #money #MIOTA #XEM #bitcoincrash",en,"New Jersey, USA",,,,JohnCoviello1,Mon Dec 25 14:31:37 +0000 2017,0,0,0,False,0,False,
Great article on the roadmap for #Cardano aka #ADA Cardano  https://t.co/qMmZTULDjz… #cryptocurrency #bitcoin #altcoins,en,"Los Angeles, CA",,,,ProducerBTW,Mon Dec 25 14:28:30 +0000 2017,0,0,0,False,0,False,
Rentberry Applies #Blockchain Technology To Property Rental Industry - Launches Initial #Coin Offer @matrixthinker #crowdsale #blockchain #ICO #cryptocurrency #bitcoin #Ethereum #ripple #litecoin #cardano #verge #stellar #tron #status https://t.co/tQSrhsdQtC https://t.co/kft26G2Qki,en,New York,,,,pamperfashion,Mon Dec 25 14:19:10 +0000 2017,0,0,0,False,0,False,
Enable Your Business To Accept Over 90 #Crytocurrency Altcoins. Reduce Credit Card Fees Up To 2.5% @matrixthinker #peercoin #cryptocurrency #bitcoin #bitconnect #bitbean #blackcoin #litecoin #dash #etherclassic #dogecoin #ether #neo https://t.co/DjIeUF3C1P https://t.co/hUFv62bmrY,en,New York,,,,pamperfashion,Mon Dec 25 14:19:08 +0000 2017,0,0,0,False,0,False,
"BitDegree Is The Only #CryptoCurrency ICO Powered By 29,000,000 Active User Base @matrixthinker #crowdsale #blockchain #ICO via @bitdegree_org #cryptocurrency #bitcoin #cardano #verge #Ethereum #stellar #tron #status https://t.co/eNtXoLIHdX https://t.co/SxjeLQbzf3",en,New York,,,,pamperfashion,Mon Dec 25 14:19:06 +0000 2017,0,0,0,False,0,False,
I added a video to a @YouTube playlist https://t.co/nSw3uNJ5qp Litecoin VS Cardano faceoff! Who wins?! *long term*,en,"Atlanta, GA",,,,ThoughtSignal,Mon Dec 25 13:55:02 +0000 2017,0,0,0,False,0,False,
"Huh, @Cointelegraph still hasn't written about Cardano? I guess we aren't newsworthy enough. https://t.co/s3ISPZPpcj",en,"Boulder, Colorado",,,,IOHK_Charles,Mon Dec 25 13:14:09 +0000 2017,4,57,38,False,0,False,
https://t.co/38O93bkbcy #Blockchain -  Cardano Roadmap and What the Future Holds https://t.co/HRqE2nfP3U #DistributedLedger https://t.co/VBA3uTa63X,en,"Lexington, KY",,,,CoinLaw,Mon Dec 25 12:39:05 +0000 2017,0,0,0,False,0,False,
Invest in education retreat magicbrad.me + let’s chatbitcoin btc litecoin ltc bitcoincash Bch ripple xrp cardano mo… https://t.co/1jZ4WPZDLN,en,"Minneapolis, MN",,,,magicbrad,Mon Dec 25 12:06:56 +0000 2017,0,0,0,False,0,False,
"ADA futures trading coming to BitMex(?)...

👉 https://t.co/yKpR5rhLyx

Source: r/cardano

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 12:04:04 +0000 2017,0,0,0,False,0,False,
Cardano | $ADA - good time to get in? I like the upward trend! - https://t.co/Ac6tmM88SZ,en,United States,,,,cryptocoinviz,Mon Dec 25 12:04:03 +0000 2017,0,0,0,False,0,False,
"ADA futures trading coming to BitMex(?)...

👉 https://t.co/yKpR5rhLyx

Source: r/cardano

Published  38 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 11:32:02 +0000 2017,0,0,0,False,0,False,
Cardano (ADA) Plans to Take Over the Eastern Pacific in 2018 – Price Prediction https://t.co/VMrIfIQUvR via @Oracle Times. A very promising project for Cardano. $ada #cardano,en,"San Francisco, CA",,,,judymSF,Mon Dec 25 11:18:25 +0000 2017,0,0,0,False,0,False,
"ADA futures trading coming to BitMex(?)...

👉 https://t.co/yKpR5rhLyx

Source: r/cardano

Published  8 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 11:00:03 +0000 2017,0,0,0,False,0,False,
Could Cardano Kill Ethereum? - https://t.co/EnbdoI7IFb #Bitcoin #BTC #ETH #LTC #BCH https://t.co/qcTzfAEmbJ,en,Cryptocredits Wallet,,,,Cryptocredit,Mon Dec 25 10:40:52 +0000 2017,0,0,0,False,0,False,
"Another ADA atm found in the wild...

👉 https://t.co/iyv5CNtyjr

Source: r/cardano

Published  2 hours ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 07:04:04 +0000 2017,0,0,0,False,0,False,
"Another ADA atm found in the wild...

👉 https://t.co/iyv5CNtyjr

Source: r/cardano

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 06:02:04 +0000 2017,0,0,0,False,0,False,
"#MerryChristmas #Twitter #Tweeps  Check out our Newest video #Enjoy Top 12 Coins Of 2018: Ripple ($XRP), Verge ($XVG), Cardano ($ADA), NEM (... https://t.co/xpHNcDgccx via @YouTube #Cyrptocurrency #Bitcoin #Success",en,Hyped World,,,,scotlarock727,Mon Dec 25 05:46:24 +0000 2017,0,0,0,False,0,False,
#Cardano has a what???? https://t.co/f8yxCkwdal,en,"Las Vegas, NV",,,,hodlholdy,Mon Dec 25 05:40:47 +0000 2017,0,0,0,False,0,True,
"Another ADA atm found in the wild...

👉 https://t.co/iyv5CNtyjr

Source: r/cardano

Published  28 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Mon Dec 25 05:30:03 +0000 2017,0,0,0,False,0,False,
All I want for Christmas is Cardano,en,"Toledo, OH",,,,808sNAdidas,Mon Dec 25 05:29:47 +0000 2017,0,1,0,False,0,False,
