text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,
The sleeping giant has awoken! $ADA #Cardano #Cryptocurrency,en,"Florida, USA",,,,CryptoFinanceUS,Fri Dec 15 14:35:08 +0000 2017,0,0,0,False,0,False,
"According to users, ADA #Cardano wallet stuck, all ADA withdrawals blocked by @BittrexExchange #BittrexScam #BittrexTrouble #bittrex_disabled_accounts https://t.co/13En2QTdc6",en,"Seattle, WA",,,,Buttrexed,Fri Dec 15 14:01:00 +0000 2017,0,1,14,False,0,False,
$ADA printing above former resistance of .23 1300...  confirmation on breakout.. #cardano #crypto $BTC $LTC $XRP,en,New York,,,,MarkDeTurris,Fri Dec 15 13:54:02 +0000 2017,0,2,0,False,0,False,
Cardano | $ADA - Uhm.. so what is going on here.. Why is it up 35.87%?? - https://t.co/p98FcGydAk,en,United States,,,,cryptocoinviz,Fri Dec 15 13:52:23 +0000 2017,0,0,0,False,0,False,
CARDANO IN BULL D\u2026 $ADABTC https://t.co/GtMH1mAQbD,en,"Chicago, IL",,,,TradingViewBot,Fri Dec 15 08:40:10 +0000 2017,0,1,0,False,0,False,
#ada Cardano is looking good. Where do you see it going?? https://t.co/hZkyDqFVGS,en,United States,,,,kushandcrypto,Fri Dec 15 07:18:42 +0000 2017,0,0,0,False,0,False,
"hmmmmm, yeaaah. Cardano seems pretty promising",en,,,,,CaliCrypto,Fri Dec 15 06:56:32 +0000 2017,0,0,0,False,0,False,
"Moving today: 
🚀 Aeternity $AE: 55.95%
🚀 Cardano $ADA: 50.72%
🚀 Ripple $XRP: 45.98%
↘️ Request Network $REQ: -17.65%
↘️ Decentraland $MANA: -20.64%
🙈 Aion $AION: -46.34%",en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 15 06:51:34 +0000 2017,1,0,1,False,0,False,
CARDANO TAKES OFF! BITCOIN GOD &amp; JESUS + BCASH SUPPORT IN BLOCKCHAIN WALLET: https://t.co/vxyC0swcZ1 via @YouTube,en,NYC/ MIA,,,,CryptoCaliph,Fri Dec 15 06:34:11 +0000 2017,0,0,0,False,0,False,
"Can IOTA get to $5,000 by next year?
#IOTA #Ripple #Cardano #EOS #Bitcoin #btc #cryptocurrency #ETHEREUM #finance #CryptoCurrencies #xrb #Dash #Coinbase #litecoin #BCC #STR #ADA #BTG",en,"Los Angeles, CA",,,,NateJ4Y,Fri Dec 15 06:20:25 +0000 2017,0,3,1,False,0,False,
"What are your predictions for IOTA, Ripple, Bitcoin, Cardano, Ethereum for 2020? 
#IOTA #Ripple #Cardano #EOS #Bitcoin #btc #cryptocurrency #ETHEREUM #finance #CryptoCurrencies #xrb #Dash #Coinbase #litecoin #BCC #STR #ADA #BTG",en,"Los Angeles, CA",,,,NateJ4Y,Fri Dec 15 05:59:44 +0000 2017,0,1,1,False,0,False,
🚀 Ripple &amp; Cardano Blasts OFF | Coinbase Rumors | Live Charting | Price Predictions 🔴 #cryptocurrency #bitcoin #crypto #blockchain https://t.co/x2f6AeMlnj,en,Global,,,,the_alphatrades,Fri Dec 15 05:07:24 +0000 2017,0,1,7,False,0,False,
I personally think Cardano is a good investment in your end because of the amount of coins you will be able to hold and if the price pumps $$$$ I own most of my coins Cardano https://t.co/848Y3gdzb5,en,"Sunrise Manor, NV",United States,US,"[[[-115.116116, 36.107582], [-115.116116, 36.261926], [-115.006139, 36.261926], [-115.006139, 36.107582]]]",bcobos2552,Fri Dec 15 04:24:08 +0000 2017,0,1,0,False,0,True,
What’s your guys opinion on Cardano ? #cardano #Cryptocurency #crypto,en,"Sunrise Manor, NV",United States,US,"[[[-115.116116, 36.107582], [-115.116116, 36.261926], [-115.006139, 36.261926], [-115.006139, 36.107582]]]",bcobos2552,Fri Dec 15 04:21:08 +0000 2017,0,0,0,False,0,False,
🚀 Ripple &amp; Cardano Blasts OFF | Coinbase Rumors | Price Predictions 🔴 https://t.co/h2FAFZDkI3 (Share for #FREE #CRYPTO) https://t.co/gVtkL7vHH0,en,Global,,,,the_alphatrades,Fri Dec 15 02:57:13 +0000 2017,0,2,17,False,0,False,
"Moving today: 
🚀 Cardano $ADA: 40.29%
🚀 Ripple $XRP: 37.87%
🚀 Aeternity $AE: 33.99%
↘️ Ardor $ARDR: -18.32%
🙈 Monaco $MCO: -28.21%
☠️️ Aion $AION: -54.47%",en,"San Francisco, CA",,,,GetCoinAlerts,Fri Dec 15 02:51:36 +0000 2017,0,0,0,False,0,False,
What will go better? #IOTA #Ripple #Cardano #EOS #Bitcoin #btc #cryptocurrency #ETHEREUM #finance #CryptoCurrencies #xrb,en,"Los Angeles, CA",,,,NateJ4Y,Fri Dec 15 02:08:20 +0000 2017,0,1,0,False,0,False,
"I bought you at .03¢ and now you're worth .23¢. Get to $4.00 and I'll buy that dream, toy car and a house, cash.

#Cardano",en,United States,,,,TNSCYD,Fri Dec 15 00:23:08 +0000 2017,0,0,0,False,0,False,
"Cardano is the Most Overvalued Coin in Top 30...

👉 https://t.co/Z1XLYhILAH

Source: r/CryptoCurrency

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Fri Dec 15 00:04:04 +0000 2017,0,0,0,False,0,False,
"Cardano is the Most Overvalued Coin in Top 30...

👉 https://t.co/Z1XLYhILAH

Source: r/CryptoCurrency

Published  24 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Thu Dec 14 23:32:02 +0000 2017,0,0,0,False,0,False,
"Cardano | $ADA - Please make it to 0.24 by EOD! Love, me - https://t.co/p98FcGydAk",en,United States,,,,cryptocoinviz,Thu Dec 14 22:55:30 +0000 2017,0,0,0,False,0,False,
$ADA Cardano moved back up into the top 8 for MC https://t.co/iB62aOmaHl,en,"California, USA",,,,CyrptoNut,Thu Dec 14 22:35:09 +0000 2017,0,1,0,False,0,False,
Doubling down on Cardano! (ADA) 📈🚀🌙,en,"California, USA",,,,DeMaci_Poker,Thu Dec 14 22:14:30 +0000 2017,0,0,0,False,0,False,
"#EOS at $8.20 #ADA Cardano at 20 cents - expect both of these to rocket to new highs we are just getting started #BITCOIN

#crypto #cryptocurrency #Cardano #altcoins #btc #eth #ltc #ethereum #litecoin #xrp #ripple",en,"Texas, USA",,,,mrbcrypto9,Thu Dec 14 22:14:13 +0000 2017,0,0,0,False,0,False,
☔️Attn. re: $XRP possibly being added to @coinbase: Same trick works for Cardano. Coinbase definitely isn't about to list Cardano. https://t.co/f0Y63DfFWc https://t.co/D5ZgqV2vax,en,Boston | New York,,,,tokenreport,Thu Dec 14 22:03:54 +0000 2017,0,1,2,False,0,False,
"Cardano Technical Analysis (ADA) : To the Moon?  [December, 2017] https://t.co/LXYcepZdHw",en,,,,,tradedevils,Thu Dec 14 22:03:33 +0000 2017,0,0,0,False,0,False,
$ADA Is going crazy! did u buy early? #ADA #CARDANO,en,United States,,,,kushandcrypto,Thu Dec 14 21:48:42 +0000 2017,0,1,0,False,0,False,
#ripple and #cardano still killing it and increasing market caps. 2018 for these 2 should be interesting to see. #XRP looking like its lift off to the next high of day. https://t.co/20GQrxn2kT,en,"Florida, USA",,,,GreenSideStocks,Thu Dec 14 21:45:04 +0000 2017,0,0,0,False,0,False,
"#Ripple #XRP $1 here we come! This has been an amazing 24 hours for Ripple, to the moon they say.  Love'n it! Once on #Coinbase this think will go to the sun!

#crypto #cryptocurrency #bitcoin #btc #eth #ltc #ada #Cardano #altcoins",en,"Texas, USA",,,,mrbcrypto9,Thu Dec 14 21:34:08 +0000 2017,0,1,0,False,0,False,
#ripple #Cardano going up ! Lets keep pushing sky’s the limit lets make it happen! #crytpocurrency #thursday https://t.co/qzmWxJeyPp,en,"Sunrise Manor, NV",United States,US,"[[[-115.116116, 36.107582], [-115.116116, 36.261926], [-115.006139, 36.261926], [-115.006139, 36.107582]]]",bcobos2552,Thu Dec 14 21:11:48 +0000 2017,0,0,0,False,0,False,
Cardano jumps up 60% in 24 hours to $0.21 #cardano #ada #cryptocurrency #blockchain https://t.co/mvWm8ytUhL https://t.co/kJhvttYsGA,en,NYC,,,,Coinholdings,Thu Dec 14 21:05:05 +0000 2017,0,0,0,False,0,False,
"I have such high hopes for #Cardano , @BitcoinByte. Happy that us dumb folks have smart individuals like yourself leading the way.  Happy to be part of the ride. https://t.co/pRss2ECRTj",en,United States,,,,TokenEffectTV,Thu Dec 14 21:02:10 +0000 2017,0,0,0,False,0,True,
"Current Cryptos I’m riding #ToTheMoon 
#ada #cardano
#xlm #StellarLumens 
#xrp #ripple
#ltc #Litecoin 
#Verge #Xvg",en,🇯🇲🛫🇺🇸,,,,BrandonDiedrick,Thu Dec 14 20:44:58 +0000 2017,0,1,0,False,0,False,
"ok no more spending money on fake money for the rest of the year. in the mean time, please everyone pray coinbase starts selling cardano ripple and iota thank you",en,"Philadelphia, PA",,,,MapleSohrab,Thu Dec 14 20:43:25 +0000 2017,0,0,0,False,0,False,
"Excuse Me Sir, do you have a moment to talk about our Lord and Saviour, Cardano? $ADA",en,"Brooklyn, NY",,,,Obstropolos,Thu Dec 14 20:41:11 +0000 2017,0,0,0,False,0,False,
The ending of net neutrality will be pivotal regarding the emergence of decentralized cryptocurrencies like Ethereum and Cardano that have the capabilities to replace the internet. Weird. #netneutrality #cryptocurrency #bitcoin #ethereum #cardano,en,"Lincoln, NE",,,,samdinzey,Thu Dec 14 20:37:41 +0000 2017,0,0,1,False,0,False,
Cardano (ADA) crushin' it today!,en,"Steubenville, OH",,,,r0ldaddy,Thu Dec 14 20:08:50 +0000 2017,1,0,0,False,0,False,
"List of 3 winners that caught everyone off guard:
1. $EOS - wtf not even out yet went from $0.50 to $8 in a month
2. $ADA -  wtf not even done yet went from $0.02 to $.18 in a month
3. $XLM - ok this coin is actually operating, went from $0.02 to $0.18

#cardano #StellarLumens",en,,,,,alextenac,Thu Dec 14 19:35:23 +0000 2017,1,1,2,False,0,False,
"Well im happy I bought some #Cardano a week ago. This has potential. Just curious though, where did this sudden spike come from? #ADA $ADA #Cryptocrunnecy #blockchain",en,"Florida, USA",,,,GreenSideStocks,Thu Dec 14 17:21:14 +0000 2017,1,1,1,False,0,False,
"PetroDollar XPD MASSIVE PUMP!?!?! Diversifying in interesteing projects: EOS, IOTA, CARDANO or ADA.
https://t.co/mxfG9YSkOW",en,San Francisco,,,,Cryptoid9,Thu Dec 14 17:20:16 +0000 2017,0,0,1,False,0,False,
"After her season-ending injury, @kris_kris29 realized ""I'll never be able to play again as a Gator, but I've got to do what my team needs.""

Kristen found 🐊⚽️  wanted her advice and leadership. And that's what she provided.

See @Shelby_Granath  feature on Kristen Cardano. https://t.co/EhQ3DFvXQT",en,"Gainesville, Florida",,,,GatorsSoccer,Thu Dec 14 16:21:06 +0000 2017,6,0,10,False,0,False,
I liked a @YouTube video https://t.co/Qp7rrdBXQe BITCOIN CRYPTO FRENZY EOS CARDANO ADA &amp; MORE,en,"Ball, La",,,,bishopjwhite,Thu Dec 14 15:36:53 +0000 2017,0,0,0,False,0,False,
#Wow What A Great Morning #XRP and #Cardano Are Both up Big Time #RiseOfTheAltCoins #Cryptocurrency,en,"Valparaiso, IN",,,,Crypto_Keano,Thu Dec 14 15:22:25 +0000 2017,0,0,0,False,0,False,
Cardano | $ADA - I guess everybody is getting up..  - https://t.co/p98FcGydAk,en,United States,,,,cryptocoinviz,Thu Dec 14 14:56:58 +0000 2017,0,0,0,False,0,False,
When is Coinbase adding more?? #IOTA #Cardano #Ripple #Powerledger #bitcoin #ETHEREUM #dash,en,"Los Angeles, CA",,,,NateJ4Y,Thu Dec 14 14:45:23 +0000 2017,0,0,0,False,0,False,
Here we go! Cardano #ADA up 23% in the last 24 hours and 80% in the last 3 days. It’s lifting off 🚀 #btc #altcoin https://t.co/UnJZxo9KZ1,en,Chicago,,,,NickDChow,Thu Dec 14 14:44:34 +0000 2017,0,2,0,False,0,False,
"Cardano ADA up almost 24% today. Very unpredictable thus far, but a chance it could get up near the $1 mark by the end of Q1 2018. Got in at around $0.06. Now wish I would have just bought my aim amount right then and there.",en,"Long Island, New York",,,,JBKroeger,Thu Dec 14 14:43:01 +0000 2017,0,1,0,False,0,False,
"#Cardano just broke an ATH! (USD, not satoshi)!",en,"Colorado Springs, CO",,,,ragstorichesada,Thu Dec 14 13:34:58 +0000 2017,0,0,0,False,0,False,
Cardano (ADA) soars 9.21% on December 13-14 #Bitcoin #BTC #ETH #BCC #BCG https://t.co/DVMpDgjrvC,en,Cryptocredits Wallet,,,,Cryptocredit,Thu Dec 14 13:05:39 +0000 2017,0,0,0,False,0,False,
"Really need to figure out which small cap coins I want to put ~$100 each into. Just bought a good amount of Cardano, Golem, &amp; Ripple which are all going up pretty well since I did, well 99% of the top 100 coins are, so kinda expected that lol",en,"Spokane, WA",,,,petertadashi,Thu Dec 14 12:21:35 +0000 2017,0,1,0,False,0,False,
Cardano Continues to be rangeb\u2026 $ADABTC https://t.co/d3hKWPO0h6,en,"Chicago, IL",,,,TradingViewBot,Thu Dec 14 08:19:43 +0000 2017,0,0,0,False,0,False,
"7 #cryptocurrencies to watch in 2018 if you’re on hunt for next #bitcoin 

https://t.co/uMe3qqrur9

#CryptoCurrencies #crypto #Ethereum $eth #litecoin #altcoin #dogecoin #neo #monero #ripple #iota #BitcoinCash #BitcoinFutures #blockchain #cardano #bitcoingold #PotCoin #cryptonews",en,Lower Manhattan,United States,US,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",911NoPlaner,Thu Dec 14 07:00:38 +0000 2017,0,0,2,False,0,False,
"Bought a few hundred cardano and ripple alt coins. Was interested in IOTA but with the recent news that came out today, makes me a bit nervous.",en,"Indianapolis, IN",,,,ahernandez2615,Thu Dec 14 06:02:29 +0000 2017,0,0,0,False,0,False,
This is the time to jump on Crypto don’t be to late we can all benefit ! Share the information share the wealth if anybody ever has any questions let me know and let’s make this happen #CryptoCurrencies #iota #CARDANO #ada #RIPPLE  #MoneyTalk,en,"Sunrise Manor, NV",United States,US,"[[[-115.116116, 36.107582], [-115.116116, 36.261926], [-115.006139, 36.261926], [-115.006139, 36.107582]]]",bcobos2552,Thu Dec 14 04:53:39 +0000 2017,0,0,0,False,0,False,
"What is Cardano? | Beginner's Guide #bitcoin #ethereum #litecoin #iota #bitcoincash #Zcash
https://t.co/SvTzn1i9fF",en,"Colorado Springs, CO",,,,ragstorichesada,Thu Dec 14 00:40:56 +0000 2017,0,1,0,False,0,False,
"I added a video to a @YouTube playlist https://t.co/Z3BdpYVUhl Cardano Technical Analysis (ADA) : [December, 2017]",en,,,,,tradedevils,Thu Dec 14 00:25:01 +0000 2017,0,0,0,False,0,False,
"The new Internet fashion Cryto Puppies in Neo

#HashPuppies will be available very soon, HashPuppies is a web similar to cryptokitties but in Neo's network. 

RT!

 #Neo #Ethereum #cryptokitties #eth #Bitcoin #btc #IOTA #litecoin #dash #nem #cardano #eos #populous #Monero #Waves https://t.co/fbKsnjK9km",en,Laniakea,,,,asdf_coin,Wed Dec 13 23:47:38 +0000 2017,0,1,1,False,0,False,
I liked a @YouTube video https://t.co/gUzno6tGyB Cardano (ADA coin) in a Nutshell,en,"Queens, New York ",,,,Time2Lime,Wed Dec 13 22:45:01 +0000 2017,0,0,0,False,0,False,
“Cryptos In 3 Mins — Cardano” by @setzeus https://t.co/1QZGCvsKLz,en,"Orlando, FL",,,,AdamEnfroy,Wed Dec 13 22:28:45 +0000 2017,0,0,0,False,0,False,
"Why I bought 15,000 Cryptocurrency Cardano ADA: https://t.co/aFsIrGxyrk via @YouTube",en,"Cincinnati, OH",,,,jasonappleton,Wed Dec 13 20:23:11 +0000 2017,0,0,0,False,0,False,
“Nothing can increase by that much and still be a good investment!” Some of these old school people mentally stuck in the old system just don’t get it!!! The world needs crypto! 😄🤑🤯 #bitcoin #ethereum #litecoin #neo #eoscoin #cardano #iota https://t.co/Se1yL0ienj,en,San Francisco,,,,Cryptoid9,Wed Dec 13 19:17:27 +0000 2017,0,1,11,False,0,False,
"All In  #Ripple , #iota  and #cardano lets make some money",en,"Sunrise Manor, NV",United States,US,"[[[-115.116116, 36.107582], [-115.116116, 36.261926], [-115.006139, 36.261926], [-115.006139, 36.107582]]]",bcobos2552,Wed Dec 13 17:53:12 +0000 2017,0,0,0,False,0,False,
$ADA.X - F yeah!  - https://t.co/p98FcGydAk,en,United States,,,,cryptocoinviz,Wed Dec 13 17:42:18 +0000 2017,0,0,0,False,0,False,
"If you are going to spend time today researching new buying oppurtunities, I would recommend looking into #Cardano. You won’t be disappointed. Knowledge is power. #ethereum #litecoin #ltc #BitcoinCash #bitcoin #iota",en,"Colorado Springs, CO",,,,ragstorichesada,Wed Dec 13 17:00:13 +0000 2017,0,0,0,False,0,False,
Cardano investors...be on the lookout for impostors https://t.co/8caJhoAi6b,en,United States,,,,TokenEffectTV,Wed Dec 13 16:17:40 +0000 2017,0,0,0,False,0,True,
"Speculating on coinbase’s possible coin addition? I’m looking at Ripple, Dash, Cardano, Bitcoin Cash, and Iota. What do you think?",en,"Florida, USA",,,,CryptoFinanceUS,Wed Dec 13 16:16:34 +0000 2017,0,1,0,False,0,False,
#XRP #ripple trending well. #Cardano #ADA trending well. Both seem to have great futures ahead,en,"Florida, USA",,,,GreenSideStocks,Wed Dec 13 16:16:30 +0000 2017,0,0,0,False,0,False,
#Cardano is my Favorite #Cryptocurrency Hands Down https://t.co/qlVGWkr3WX,en,"Valparaiso, IN",,,,Crypto_Keano,Wed Dec 13 15:11:09 +0000 2017,0,0,0,False,0,True,
Cardano (ADA) soars 6.73% on December 12-13 #Bitcoin #BTC #ETH #BCC #BCG https://t.co/QQGJJNMv9q,en,Cryptocredits Wallet,,,,Cryptocredit,Wed Dec 13 14:53:20 +0000 2017,0,0,0,False,0,False,
"Fascinating overview of Cardano by @inputoutputHK founder @IOHK_Charles. In it, Charles describes how Cardano will create a sustainable distributed ecosystem to power the next generation global transaction system.  https://t.co/5FjiTsNdBE #cryptocurrency https://t.co/NroVqgDjaj",en,"Nashua, NH",,,,3upgolf,Wed Dec 13 14:42:01 +0000 2017,0,0,0,False,0,False,
"$NEO and $ADA Cardano in the same Marketwatch article, Great sign Mainstream is coming!! https://t.co/1nn5iyhYTW",en,Riding crypto bubbles,,,,DonCryptoDraper,Wed Dec 13 14:24:57 +0000 2017,1,3,37,False,0,False,
Happy Wednesday all..I am excited about Cardano..the ADA coin..I love their road map and plans for th coin and the platform,en,"Lafayette, LA",,,,Chuckmwilliams,Wed Dec 13 13:58:00 +0000 2017,0,0,0,False,0,False,
#Cardano it’s your time to shine! Make moves! #Monacoin #Tenxpay,en,Knoxville,,,,AreYouTrolling,Wed Dec 13 13:01:01 +0000 2017,0,1,0,False,0,False,
"#Cardano is not doing an airdrop, this is a phishing scam.",en,"Colorado Springs, CO",,,,ragstorichesada,Wed Dec 13 12:35:23 +0000 2017,0,0,0,False,0,False,
"I think I need some of this 
 https://t.co/uk4CAeeJTG",en,"Michigan, USA",,,,jamesweeksii,Wed Dec 13 12:24:13 +0000 2017,0,0,0,False,0,False,
"Great read on $ADA Cardano, lifetime HODL coin https://t.co/BUOYkd3PMr",en,Riding crypto bubbles,,,,DonCryptoDraper,Wed Dec 13 07:56:15 +0000 2017,0,1,0,False,0,True,
I liked a @YouTube video https://t.co/6JY45RpzP8 Buy IOTA- Buy Cardano - Buy EThereum? 2018 Blockchain and Tangle Ledger Moon,en,Lexington MA,,,,CharlieMarcus78,Wed Dec 13 05:57:59 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/6wm9UXuZyV Cardano (ADA coin) in a Nutshell,en,Lexington MA,,,,CharlieMarcus78,Wed Dec 13 05:34:02 +0000 2017,0,0,0,False,0,False,
"#Cardano has such an amazing team! Can’t wait for Shelley to be released, then the world will finally see the hard work these guys are putting in! Changing the world and the world doesn’t even know yet! #ada #ethereum #eth #bitcoin #Litecoin #iota",en,"Colorado Springs, CO",,,,ragstorichesada,Wed Dec 13 05:04:24 +0000 2017,0,1,0,False,0,False,
"Current Crypto Currency Portfolio:

Bitcoin 🥇
LiteCoin🥈
Ripple 💸
Cardano💎
NEM🔥

+297% Profit 💰 https://t.co/94i6zffNxd",en,"Cleveland, OH",,,,iam_DrewMartin,Wed Dec 13 04:59:02 +0000 2017,0,0,0,False,0,False,
"Is there a way to purchase ADA without going through an exchange...

👉 https://t.co/6cwXVNgqbs

Source: r/cardano

Published  2 hours ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Wed Dec 13 03:32:02 +0000 2017,0,0,0,False,0,False,
"Is there a way to purchase ADA without going through an exchange...

👉 https://t.co/6cwXVNgqbs

Source: r/cardano

Published  an hour ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Wed Dec 13 03:02:04 +0000 2017,0,0,0,False,0,False,
"Is there a way to purchase ADA without going through an exchange...

👉 https://t.co/6cwXVNgqbs

Source: r/cardano

Published  39 minutes ago
$ADA $Crypto",en,Ocean,,,,CryptoAquarium,Wed Dec 13 02:30:03 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/T3FZqAWhKC Cardano ADA 2018 Review and Price Prediction! Will it hit $30 Next Year!,en,"Ohio, USA",,,,mattdtheirony,Wed Dec 13 01:56:48 +0000 2017,0,0,0,False,0,False,
"Making a complete overview for #cryptocurrencies please share , retweet, comment with ??s and feedback. Dont forget to BM it!
#NewBro_Crypto

https://t.co/HOUKube79I  
Thx! Enjoy!
#cryptocurrency #Bitcoin #VergeCoin #Siacoin #EMC2 #MCO #VTC #Cardano #ETH #LTC",en,"San Francisco, CA",,,,go2damax_crypto,Wed Dec 13 01:55:49 +0000 2017,0,0,1,False,0,False,
#RiseOfTheAltCoins #Retweet #RT #Crypto #Cryptocurrency This is Real Life #IOTA #XRP #Cardano MoonLife,en,"Valparaiso, IN",,,,Crypto_Keano,Wed Dec 13 01:11:14 +0000 2017,0,0,0,False,0,False,
#Cardano #ADA coming out of a double bottom(dec 8 and 10). Poised to make a run possibly? #btc #ltc vtc #bcc,en,"Missouri, USA",,,,BreakingCrypt,Tue Dec 12 23:02:17 +0000 2017,0,0,0,False,0,False,
"Today Cardano (ADA) is 140% &amp; Ripple (XRP) is 100% from my last tweet, don’t miss out on the new crypto technology....",en,"Foster City, CA",,,,mamrfouad,Tue Dec 12 22:31:11 +0000 2017,0,0,0,False,0,False,
"NewsWatch: 7 cryptocurrencies to watch in 2018 if you’re on the hunt for the next bitcoin - Analysts pick the bitcoin rivals to read up on now: Litecoin, Monero, Neo, Cardano, Ripple, Iota and Bitcoin Cash https://t.co/uYxOMrKk1q",en,Sunny South florida ,,,,puttnpdx,Tue Dec 12 22:00:50 +0000 2017,0,0,0,False,0,False,
Anyone in LTC has had a very nice day/evening I'm assuming. Well done for buying low. Still on Cardano ADA train long term.,en,"Long Island, New York",,,,JBKroeger,Tue Dec 12 21:01:47 +0000 2017,0,0,0,False,0,False,
Crypto kittens will bring ethereum to its knees!! Iota and cardano will take over where it left off behind litecoin of course! https://t.co/oj2tw08SER,en,"Manhattan, NY",,,,dav3walsh,Tue Dec 12 20:22:09 +0000 2017,0,0,0,False,0,False,
Cardano (ADA) getting ready to take over bitcoin gold!!,en,"Manhattan, NY",,,,dav3walsh,Tue Dec 12 20:17:45 +0000 2017,0,0,0,False,0,False,
"Cardano community to interact, as well as creating a knowledgebase for all things Cardano. Adoption has been strong, with over 1000 members signed up in less than a week registering 100k total pageviews! @CardanoStiftung",en,"Manhattan, NY",,,,dav3walsh,Tue Dec 12 19:43:43 +0000 2017,0,0,0,False,0,False,
"Cardano has already published two joint research papers on the application of smart ledgers, one of which the Dutch government has asked to use in its blockchain work. The partnership will focus on a wide range of industries including banking, trade and insurance, #Cardano",en,"Manhattan, NY",,,,dav3walsh,Tue Dec 12 19:42:17 +0000 2017,0,0,0,False,0,False,
#ADA people must know something we don’t!!!?? Wondering what they are about to announce!! #Cardano,en,"Manhattan, NY",,,,dav3walsh,Tue Dec 12 19:29:33 +0000 2017,0,2,0,False,0,False,
Cardano and the other viable 3rd gen coins up next...,en,,,,,Helfenstein,Tue Dec 12 18:41:50 +0000 2017,0,0,0,False,0,False,
"If you want to be a millionaire, hear me out. Ripple, IoTA, Cardano, Lisk, Ark, and Nav coin. Sign up for binance and buy whatever you can afford into those coins, mostly IoTA and ripple, and then forget about it. I promise you’ll be rich.",en,USA,,,,StanCinema,Tue Dec 12 18:37:39 +0000 2017,2,6,7,False,0,False,
Cardano #ADA Has a lot of moneyflowing into it! They’re going to make some pretty good announcements,en,"Manhattan, NY",,,,dav3walsh,Tue Dec 12 18:02:40 +0000 2017,0,0,0,False,0,False,
Things you must read about Cardano $ADA before you invest: https://t.co/mscC4CB5VS,en,Riding crypto bubbles,,,,DonCryptoDraper,Tue Dec 12 17:53:10 +0000 2017,0,0,0,False,0,False,
"yep Litecoin is zooming past 350 mark, was 102 like 10 days back. Lookout for Ripple, Cardano, Iota, Lisk. They will hit big in 2018 https://t.co/recIamyGhv",en,"Mumbai, MH",,,,mcoond,Tue Dec 12 17:17:33 +0000 2017,0,0,0,False,0,True,
#RiseOfTheAltCoins #Retweet #RT #Crypto #Cryptocurrency This is Real Life #IOTA #XRP #Cardano,en,"Valparaiso, IN",,,,Crypto_Keano,Tue Dec 12 16:34:06 +0000 2017,1,0,0,False,0,False,
From the archive: Cardano Foundation selects Z/Yen for blockchain research program https://t.co/1KVb50Na9N #banklesstimes,en,Castlegar,,,,BanklessTimes,Tue Dec 12 13:18:51 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/SeuIbPXeAZ IOHK | Cardano whiteboard with Charles Hoskinson,en,"SAN JOSE, CA",,,,nocturnL_forevr,Tue Dec 12 09:25:46 +0000 2017,0,0,0,False,0,False,
"#CARDANO 2 change the way #cryptocurrencies are developed
https://t.co/GXCxzJP6UT @CardanoStiftung #cryptography #ADA #daedalus #ouroboros",en,"San Diego, CA",,,,BColwell_Invest,Tue Dec 12 09:01:39 +0000 2017,0,0,1,False,0,False,
Cardano Slips under the BB Mid\u2026 $ADABTC https://t.co/pfZzK8rgnc,en,"Chicago, IL",,,,TradingViewBot,Tue Dec 12 08:47:38 +0000 2017,0,0,0,False,0,False,
"#Retweet if You #Love #Cardano #ADA
or #Cryptocurrency in General",en,"Valparaiso, IN",,,,Crypto_Keano,Tue Dec 12 06:43:41 +0000 2017,0,0,1,False,0,False,
Last week was a buyer week https://t.co/MO7DRdxzA8 #xrp #Cardano,en,,,,,Tearanoob,Tue Dec 12 04:56:11 +0000 2017,0,0,0,False,0,False,
"My Top 5 Cryptocurrencies for 2018

1. #litecoin #ltc 
2. #Vertcoin #VTC 
3. #StellarLumens #XLM 
4. #Cardano #ADA
5. #Ripple #XRP",en,🇯🇲🛫🇺🇸,,,,BrandonDiedrick,Tue Dec 12 03:58:33 +0000 2017,1,5,9,False,0,False,
"If you’re vegan and you own bitcoin, what do you talk about first? #bitcoin #onlyonbullishdays #vegans #bitcoin #ethereum #litecoin #BTC #LTC #crypto #crossfit #IOTA #ripple #cardano #blockchain #hash",en,"Chicago, IL",,,,RichardMoon27,Tue Dec 12 03:55:04 +0000 2017,0,0,1,False,0,False,
ICYMI I did a video on how to buy IOTA or other altcoin cryptocurrency. I also recently picked up some Cardano. #ada #LTC Watch 👉 https://t.co/hFTmbwf65e,en,Chicago,,,,NickDChow,Tue Dec 12 03:44:40 +0000 2017,0,0,0,False,0,False,
I liked a @YouTube video https://t.co/MNCNJ4mOfP Cardano (ADA coin) in a Nutshell,en,Raleigh NC,,,,jakestpeter,Tue Dec 12 02:14:47 +0000 2017,0,0,0,False,0,False,
