lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,Unnamed: 14
en,United States,,,,emurgo_io,Wed Dec 09 19:17:36 +0000 2020,4,0,18,False,0,False,
en,Earth,,,,TheCryptoviser,Wed Dec 09 19:07:14 +0000 2020,0,2,1,False,0,True,
en,"Idaho, USA",,,,NewWave_Traders,Wed Dec 09 19:05:29 +0000 2020,0,0,0,False,0,False,
en,"Denver, CO",,,,San_person,Wed Dec 09 18:59:30 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Wed Dec 09 18:33:24 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,cryptoclickio,Wed Dec 09 18:27:45 +0000 2020,0,0,0,False,0,False,
en,"Boston, MA",,,,flipsidecrypto,Wed Dec 09 18:22:53 +0000 2020,3,1,7,False,0,False,
en,New York,,,,RealSaidov,Wed Dec 09 18:07:46 +0000 2020,0,2,0,False,0,True,
en,USA,,,,tron_age,Wed Dec 09 18:07:40 +0000 2020,0,0,0,False,0,False,
en,USA,,,,BrazellAssets,Wed Dec 09 17:24:07 +0000 2020,0,0,0,False,0,False,
en,USA,,,,Wikipediathiss,Wed Dec 09 17:18:07 +0000 2020,0,1,0,False,0,False,
en,"Brooklyn, NY",,,,thecryptorep,Wed Dec 09 17:17:13 +0000 2020,0,0,0,False,0,False,
en,USA,,,,Wikipediathiss,Wed Dec 09 17:16:54 +0000 2020,0,0,1,False,0,False,
en,"Boise, ID",,,,PsyDeFi,Wed Dec 09 17:10:11 +0000 2020,0,0,0,False,0,False,
en,Earth,,,,TheCryptoviser,Wed Dec 09 16:49:22 +0000 2020,1,3,6,False,0,False,
en,"New York, NY",,,,BTCstJournal,Wed Dec 09 16:48:09 +0000 2020,0,0,0,False,0,False,
en,Earth,,,,TheCryptoviser,Wed Dec 09 16:45:22 +0000 2020,0,0,0,False,0,True,
en,"Ann Arbor, Michigan",,,,Psarouthakis,Wed Dec 09 16:44:33 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,BTCstJournal,Wed Dec 09 16:34:13 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Crypto_Chiro,Wed Dec 09 16:32:35 +0000 2020,0,0,0,False,0,False,
en,"Cheyenne, WY, USA",,,,onyxstakepool,Wed Dec 09 16:30:36 +0000 2020,0,0,1,False,0,False,
en,"Indiana, USA",,,,LakeCardano,Wed Dec 09 16:29:30 +0000 2020,0,0,0,False,0,False,
en,"Nashville, Tennessee",,,,ChrisGraff,Wed Dec 09 16:23:44 +0000 2020,0,1,2,False,0,False,
en,United States,,,,HJ_STELLAR,Wed Dec 09 16:11:59 +0000 2020,0,2,0,False,0,True,
en,"Chicago, IL",,,,K9KStaking,Wed Dec 09 16:11:46 +0000 2020,0,0,0,False,0,False,
en,Earth,,,,TheCryptoviser,Wed Dec 09 15:59:03 +0000 2020,0,0,3,False,0,False,
en,"Atlanta, GA",,,,GenZod7,Wed Dec 09 15:54:25 +0000 2020,0,10,5,False,0,False,
en,"Boulder, Colorado",,,,IOHK_Charles,Wed Dec 09 15:53:50 +0000 2020,10,17,59,False,0,False,
en,"Wyoming, USA",,,,InputOutputHK,Wed Dec 09 15:51:31 +0000 2020,8,2,28,False,0,False,
en,Earth,,,,TheCryptoviser,Wed Dec 09 15:25:10 +0000 2020,1,0,0,False,0,True,
en,"Worcester, MA",,,,MaybeWorkshop,Wed Dec 09 15:20:48 +0000 2020,3,1,5,False,0,False,
en,New York,,,,RealSaidov,Wed Dec 09 15:14:46 +0000 2020,1,3,0,False,0,False,
en,New York,,,,RealSaidov,Wed Dec 09 15:08:11 +0000 2020,2,7,21,False,0,False,
en,"Wyoming, USA",,,,InputOutputHK,Wed Dec 09 14:36:37 +0000 2020,44,22,66,False,0,False,
en,"Chicago, IL",,,,OnCryptoLynell,Wed Dec 09 14:31:41 +0000 2020,0,0,0,False,0,False,
en,"Wyoming, USA",,,,InputOutputHK,Wed Dec 09 13:58:43 +0000 2020,11,2,42,False,0,False,
en,New York,,,,RealSaidov,Wed Dec 09 13:52:03 +0000 2020,0,2,1,False,0,True,
en,"Chicago, IL",,,,K9KStaking,Wed Dec 09 13:41:58 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,BTCstJournal,Wed Dec 09 13:38:46 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 13:18:23 +0000 2020,0,0,2,False,0,True,
en,"Worcester, MA",,,,MaybeWorkshop,Wed Dec 09 12:48:22 +0000 2020,0,1,2,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 12:43:23 +0000 2020,0,0,2,False,0,True,
en,"Baltimore,  MD   (USA)",,,,carnellmcn,Wed Dec 09 11:42:09 +0000 2020,0,0,0,False,0,False,
en,United States,,,,fintechnewshub,Wed Dec 09 11:33:58 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 11:33:22 +0000 2020,0,0,2,False,0,True,
en,"Atlanta, GA",,,,desota,Wed Dec 09 11:31:51 +0000 2020,0,1,0,False,0,False,
en,USA,,,,tron_age,Wed Dec 09 11:30:27 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 11:13:31 +0000 2020,0,0,2,False,0,True,
en,United States,,,,Everest_ADA,Wed Dec 09 11:08:25 +0000 2020,0,0,2,False,0,True,
en,Planet Earth ,,,,TheCrypticWolf1,Wed Dec 09 10:46:10 +0000 2020,0,0,0,False,0,False,
en,"Kirklin, Indiana",,,,AndrewGardner_,Wed Dec 09 10:36:42 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Wed Dec 09 10:16:52 +0000 2020,0,0,0,False,0,False,
en,"Santa Cruz, CA",,,,shawn_mcmurdo,Wed Dec 09 09:44:36 +0000 2020,1,2,11,False,0,False,
en,Planet Earth ,,,,TheCrypticWolf1,Wed Dec 09 09:43:31 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 09:23:31 +0000 2020,0,0,2,False,0,True,
en,"Kirklin, Indiana",,,,AndrewGardner_,Wed Dec 09 08:59:20 +0000 2020,0,0,0,False,0,False,
en,"New York, New York",,,,Cointelegraph,Wed Dec 09 08:45:01 +0000 2020,17,9,44,False,0,False,
en,"Miami, FL",,,,FrankGee305,Wed Dec 09 08:28:15 +0000 2020,0,0,0,False,0,False,
en,USA,,,,netamakerIndia,Wed Dec 09 08:11:03 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Techfuturenew,Wed Dec 09 07:42:21 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 07:38:25 +0000 2020,0,0,2,False,0,True,
en,"Atlanta, GA",,,,desota,Wed Dec 09 07:33:12 +0000 2020,0,0,0,False,0,False,
en,"Wyoming, USA",,,,InputOutputHK,Wed Dec 09 07:31:20 +0000 2020,15,2,44,False,0,False,
en,"Madison, WI",,,,goodfreephotos,Wed Dec 09 05:03:46 +0000 2020,0,0,1,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 05:03:27 +0000 2020,0,0,2,False,0,False,
en,Mcdermott Ohio,,,,HoymeBrandon,Wed Dec 09 04:53:55 +0000 2020,0,4,1,False,0,False,
en,Vancouver WA,,,,ZefrenEdior,Wed Dec 09 04:09:55 +0000 2020,0,0,0,False,0,False,
en,"Blackwood, NJ",,,,I_Will_Win_85,Wed Dec 09 04:05:51 +0000 2020,0,0,0,False,0,False,
en,United States,,,,CryptominingU,Wed Dec 09 04:00:10 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 03:58:31 +0000 2020,0,0,2,False,0,True,
en,"Jackson, Wyoming",,,,HeathDRobertson,Wed Dec 09 03:51:27 +0000 2020,0,0,0,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Wed Dec 09 03:43:58 +0000 2020,0,0,0,False,0,False,
en,,,,,Swag_Stakepool,Wed Dec 09 03:34:49 +0000 2020,0,1,2,False,0,False,
en,Big Sky Country US of A,,,,TheHappyHodler,Wed Dec 09 03:22:39 +0000 2020,0,0,0,False,0,False,
en,"Philadelphia, PA",,,,BlockchainOnTh1,Wed Dec 09 02:46:23 +0000 2020,0,0,0,False,0,True,
en,USA,,,,DRobUSA,Wed Dec 09 02:33:47 +0000 2020,0,1,0,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Wed Dec 09 02:27:55 +0000 2020,0,1,0,False,0,False,
en,United States,,,,RuLooking4This2,Wed Dec 09 02:25:05 +0000 2020,0,0,1,False,0,False,
en,New York City,,,,BisonTrails,Wed Dec 09 01:57:01 +0000 2020,0,0,0,False,0,False,
en,"Santa Cruz, California, USA",,,,NOWstakePOOL,Wed Dec 09 01:43:41 +0000 2020,0,0,0,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Wed Dec 09 01:35:37 +0000 2020,0,0,0,False,0,False,
en,California ,,,,henryviribus,Wed Dec 09 01:12:46 +0000 2020,0,0,0,False,0,False,
en,United States,,,,United_Stakes,Wed Dec 09 00:50:16 +0000 2020,0,0,2,False,0,False,
en,United States,,,,TheDinarian,Wed Dec 09 00:47:55 +0000 2020,0,0,0,False,0,False,
en,"Worcester, MA",,,,MaybeWorkshop,Wed Dec 09 00:44:02 +0000 2020,0,0,2,False,0,True,
en,United States,,,,TobiasFancee,Wed Dec 09 00:30:19 +0000 2020,0,0,1,False,0,False,
en,United States,,,,Everest_ADA,Wed Dec 09 00:08:23 +0000 2020,0,0,2,False,0,True,
en,Mcdermott Ohio,,,,HoymeBrandon,Wed Dec 09 00:08:00 +0000 2020,0,1,0,False,0,True,
en,,,,,DrHodl,Wed Dec 09 00:03:25 +0000 2020,0,0,0,False,0,False,
en,New York,,,,invest2success,Tue Dec 08 23:56:17 +0000 2020,0,0,0,False,0,False,
en,United States,,,,fintechnewshub,Tue Dec 08 23:33:59 +0000 2020,0,0,0,False,0,False,
en,"New York, USA 🌍",,,,newscryptobtc,Tue Dec 08 23:27:39 +0000 2020,0,0,0,False,0,False,
en,United States,,,,SustainableADA,Tue Dec 08 23:10:21 +0000 2020,0,1,1,False,0,False,
en,USA,,,,MMCAnchor,Tue Dec 08 23:09:03 +0000 2020,0,0,0,False,0,False,
en,"Washington, DC",,,,VIXC_News,Tue Dec 08 23:08:32 +0000 2020,0,0,0,False,0,False,
en,"Nashville, Tennessee",,,,ChrisGraff,Tue Dec 08 23:06:26 +0000 2020,0,0,2,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 23:03:28 +0000 2020,0,0,2,False,0,True,
en,United States,,,,Everest_ADA,Tue Dec 08 22:48:27 +0000 2020,0,0,2,False,0,True,
en,"White Plains, NY",,,,realajp,Tue Dec 08 22:43:48 +0000 2020,0,0,0,False,0,False,
en,"San Diego, CA",,,,rom1_pellerin,Tue Dec 08 22:31:41 +0000 2020,1,1,6,False,0,True,
en,"Atlanta, GA",,,,desota,Tue Dec 08 22:01:30 +0000 2020,0,1,0,False,0,False,
en,Mars ,,,,JoeyStakePool,Tue Dec 08 21:31:43 +0000 2020,0,0,2,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 21:08:43 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 21:05:30 +0000 2020,0,0,3,False,0,False,
en,USA,,,,CoinJournals,Tue Dec 08 21:04:03 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 21:03:29 +0000 2020,0,0,2,False,0,True,
en,"Blackwood, NJ",,,,I_Will_Win_85,Tue Dec 08 20:42:00 +0000 2020,0,0,0,False,0,False,
en,,,,,Swag_Stakepool,Tue Dec 08 20:39:48 +0000 2020,0,0,0,False,0,True,
en,North Carolina,,,,TrueSchoolVince,Tue Dec 08 20:19:38 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,CashTechNews,Tue Dec 08 20:09:38 +0000 2020,0,0,0,False,0,False,
en,"Beverly Hills, CA",,,,Crypto88888,Tue Dec 08 20:05:00 +0000 2020,0,0,0,False,0,False,
en,"New York, New York",,,,Cointelegraph,Tue Dec 08 20:04:32 +0000 2020,6,15,28,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 20:03:30 +0000 2020,0,0,2,False,0,True,
en,"Kirklin, Indiana",,,,AndrewGardner_,Tue Dec 08 20:01:07 +0000 2020,0,0,0,False,0,True,
en,"Cheyenne, WY, USA",,,,onyxstakepool,Tue Dec 08 19:51:32 +0000 2020,0,0,0,False,0,False,
en,Pool Ticker: XYZ,,,,CardanoPoolXYZ,Tue Dec 08 19:47:44 +0000 2020,0,0,1,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Tue Dec 08 19:44:14 +0000 2020,1,0,0,False,0,False,
en,"Redmond, WA",,,,DigitalCoins4me,Tue Dec 08 19:40:01 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 19:33:22 +0000 2020,0,0,2,False,0,True,
en,"Los Angeles, CA",,,,_kenshirokasumi,Tue Dec 08 19:31:08 +0000 2020,0,0,0,False,0,True,
en,"Wyoming, USA",,,,InputOutputHK,Tue Dec 08 19:25:59 +0000 2020,32,8,83,False,0,False,
en,New York,,,,RealSaidov,Tue Dec 08 19:25:57 +0000 2020,0,2,0,False,0,True,
en,"Cincinnati, OH",,,,jasonappleton,Tue Dec 08 19:08:23 +0000 2020,0,1,2,False,0,False,
en,"California, USA",,,,BirdFury,Tue Dec 08 18:47:27 +0000 2020,0,0,0,False,0,True,
en,"Boston, MA",,,,sirjohnhargrave,Tue Dec 08 18:20:39 +0000 2020,3,1,7,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Tue Dec 08 18:16:28 +0000 2020,0,0,0,False,0,False,
en,"Los Angeles, CA",,,,CurryonCrypto,Tue Dec 08 18:05:52 +0000 2020,1,0,1,False,0,True,
en,United States,,,,Everest_ADA,Tue Dec 08 17:38:27 +0000 2020,0,0,2,False,0,True,
en,United States,,,,Everest_ADA,Tue Dec 08 17:28:27 +0000 2020,0,0,2,False,0,True,
en,"Illinois, USA",,,,HunnerSalhani,Tue Dec 08 17:12:12 +0000 2020,0,1,0,False,0,False,
en,"Hillsboro, OR",,,,amw7,Tue Dec 08 17:11:30 +0000 2020,2,1,3,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 17:03:31 +0000 2020,0,0,2,False,0,False,
en,"Oregon, USA",,,,PooltoolI,Tue Dec 08 17:03:26 +0000 2020,3,0,4,False,0,True,
en,USA,,,,webnowcompany,Tue Dec 08 16:55:31 +0000 2020,0,0,0,False,0,False,
en,"Moon, PA",,,,KingCardano,Tue Dec 08 16:42:14 +0000 2020,1,17,1,False,0,False,
en,,,,,Swag_Stakepool,Tue Dec 08 16:35:26 +0000 2020,0,0,0,False,0,True,
en,"Atlanta, GA",,,,GenZod7,Tue Dec 08 16:28:06 +0000 2020,0,9,12,False,0,False,
en,badlands,,,,DCdoso,Tue Dec 08 16:26:39 +0000 2020,1,1,3,False,0,True,
en,United States,,,,takpol13,Tue Dec 08 16:23:10 +0000 2020,0,0,0,False,0,False,
en,Planet Earth ,,,,TheCrypticWolf1,Tue Dec 08 16:15:22 +0000 2020,0,0,0,False,0,False,
en,"New York, USA",,,,Utoday_en,Tue Dec 08 16:07:21 +0000 2020,4,0,3,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 16:04:28 +0000 2020,0,0,2,False,0,True,
en,CT,,,,ProofofGitHub,Tue Dec 08 16:00:04 +0000 2020,7,9,26,False,0,False,
en,"Nashville, Tennessee",,,,ChrisGraff,Tue Dec 08 15:50:28 +0000 2020,0,1,0,False,0,False,
en,New York,,,,RealSaidov,Tue Dec 08 15:45:00 +0000 2020,5,3,6,False,0,False,
en,#SPOCRA #CSPA,,,,ADAUFOPool,Tue Dec 08 15:28:45 +0000 2020,0,0,0,False,0,True,
en,USA,,,,webnowcompany,Tue Dec 08 15:16:10 +0000 2020,0,0,0,False,0,False,
en,Earth,,,,TheCryptoviser,Tue Dec 08 15:14:02 +0000 2020,2,6,5,False,0,False,
en,"New York, NY",,,,Mindblower1014,Tue Dec 08 15:09:39 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 14:58:29 +0000 2020,0,0,2,False,0,True,
en,USA,,,,webnowcompany,Tue Dec 08 14:31:20 +0000 2020,0,0,0,False,0,False,
en,"Worcester, MA",,,,MaybeWorkshop,Tue Dec 08 14:22:55 +0000 2020,2,1,1,False,0,False,
en,#Mars,,,,MarijuanaName,Tue Dec 08 14:15:05 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,BTCstJournal,Tue Dec 08 14:09:24 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,BTCstJournal,Tue Dec 08 13:51:07 +0000 2020,0,0,0,False,0,False,
en,"Oregon, USA",United States,US,"[[[-122.750195, 45.382216], [-122.750195, 45.44028], [-122.642587, 45.44028], [-122.642587, 45.382216]]]",PooltoolI,Tue Dec 08 13:45:14 +0000 2020,0,0,4,False,0,True,
en,"Los Angeles, CA",,,,arbitragebot,Tue Dec 08 13:30:01 +0000 2020,0,0,0,False,0,False,
en,United States,,,,RuLooking4This2,Tue Dec 08 13:03:28 +0000 2020,0,0,0,False,0,False,
en,United States,,,,CryptominingU,Tue Dec 08 13:00:15 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 11:45:21 +0000 2020,0,0,0,False,0,False,
en,United States,,,,fintechnewshub,Tue Dec 08 11:33:58 +0000 2020,0,0,0,False,0,False,
en,New York,,,,RealSaidov,Tue Dec 08 11:32:15 +0000 2020,0,4,0,False,0,True,
en,"Atlanta, GA",,,,desota,Tue Dec 08 11:16:18 +0000 2020,0,0,0,False,0,False,
en,"Brooklyn, NY",,,,garrygolden,Tue Dec 08 11:12:55 +0000 2020,0,1,1,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 10:33:03 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 10:33:02 +0000 2020,0,0,0,False,0,False,
en,"New York, NY",,,,BTCstJournal,Tue Dec 08 10:31:03 +0000 2020,0,0,0,False,0,False,
en,United States,,,,BlockTribune,Tue Dec 08 10:02:49 +0000 2020,0,0,0,False,0,False,
en,USA,,,,tron_age,Tue Dec 08 07:55:33 +0000 2020,0,0,0,False,0,False,
en,"Atlanta, GA",,,,desota,Tue Dec 08 07:32:00 +0000 2020,0,0,0,False,0,False,
en,"Los Angeles, CA",,,,r_gspan,Tue Dec 08 06:43:29 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 06:32:16 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 06:32:16 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Tue Dec 08 06:32:11 +0000 2020,0,0,0,False,0,False,
en,"Brooklyn, NY",,,,thecryptorep,Tue Dec 08 05:17:06 +0000 2020,0,0,1,False,0,False,
en,"New York, NY",,,,NicoArqueros,Tue Dec 08 05:04:51 +0000 2020,0,3,4,False,0,False,
en,United States,,,,Everest_ADA,Tue Dec 08 05:03:23 +0000 2020,0,0,4,False,0,False,
en,United States,,,,RuLooking4This2,Tue Dec 08 04:49:00 +0000 2020,1,1,0,False,0,False,
en,Planet Earth ,,,,TheCrypticWolf1,Tue Dec 08 04:13:40 +0000 2020,0,1,1,False,0,False,
en,United States,,,,CryptominingU,Tue Dec 08 04:00:18 +0000 2020,0,0,0,False,0,False,
en,"League City, TX",,,,DigitalArkPool,Tue Dec 08 03:32:24 +0000 2020,0,0,0,False,0,True,
en,"Miami, FL",,,,BitcoinxDaily,Tue Dec 08 03:14:51 +0000 2020,0,0,0,False,0,False,
en,,,,,_Cardano_ADA,Tue Dec 08 02:39:55 +0000 2020,0,0,0,False,0,False,
en,,,,,_Cardano_ADA,Tue Dec 08 02:20:02 +0000 2020,1,2,1,False,0,False,
en,"Madison, WI",,,,goodfreephotos,Tue Dec 08 02:10:26 +0000 2020,0,0,0,False,0,False,
en,,,,,_Cardano_ADA,Tue Dec 08 02:10:03 +0000 2020,0,2,1,False,0,False,
en,,,,,_Cardano_ADA,Tue Dec 08 02:10:03 +0000 2020,0,1,1,False,0,False,
en,"Beverly Hills, CA",,,,Crypto88888,Tue Dec 08 02:02:55 +0000 2020,0,0,0,False,0,False,
en,,,,,_Cardano_ADA,Tue Dec 08 01:55:28 +0000 2020,0,0,0,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Tue Dec 08 01:52:32 +0000 2020,0,0,0,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Tue Dec 08 01:44:36 +0000 2020,0,0,0,False,0,False,
en,"Seattle, WA",,,,AzureADA,Tue Dec 08 01:29:15 +0000 2020,0,0,0,False,0,False,
en,"Seattle, WA",,,,AzureADA,Tue Dec 08 01:29:04 +0000 2020,0,0,0,False,0,False,
en,Denver ,,,,Swoops212,Tue Dec 08 00:37:28 +0000 2020,0,1,0,False,0,False,
en,Planet Earth ,,,,TheCrypticWolf1,Tue Dec 08 00:36:24 +0000 2020,0,0,0,False,0,True,
en,United States,,,,TheDinarian,Mon Dec 07 23:39:41 +0000 2020,0,0,0,False,0,False,
en,United States,,,,fintechnewshub,Mon Dec 07 23:33:59 +0000 2020,0,0,0,False,0,False,
en,California,,,,crypto_smiley,Mon Dec 07 23:33:25 +0000 2020,0,1,0,False,0,False,
en,United States,,,,TheDinarian,Mon Dec 07 23:20:52 +0000 2020,0,0,0,False,0,False,
en,"Nashville, Tennessee",,,,ChrisGraff,Mon Dec 07 23:04:30 +0000 2020,0,0,0,False,0,False,
en,"Orlando, FL",,,,DJWarrenYoung,Mon Dec 07 23:02:04 +0000 2020,0,0,0,False,0,False,
en,"Huntington Beach, CA",,,,CCGcryptonews,Mon Dec 07 22:52:52 +0000 2020,0,0,0,False,0,False,
en,"Detroit , Mi",,,,VapeAvenue_ADA,Mon Dec 07 22:47:44 +0000 2020,0,0,0,False,0,False,
en,"Orlando, FL",,,,DJWarrenYoung,Mon Dec 07 22:46:53 +0000 2020,0,0,0,False,0,False,
en,"Houston, TX. ",,,,NewsAsset,Mon Dec 07 22:28:14 +0000 2020,1,7,4,False,0,False,
en,"Atlanta, GA",,,,desota,Mon Dec 07 22:02:38 +0000 2020,0,0,0,False,0,False,
en,"Cambridge, England",,,,btc90210,Mon Dec 07 21:52:22 +0000 2020,0,1,0,False,0,False,
en,"Los Angeles, CA",,,,r_gspan,Mon Dec 07 21:27:50 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:14 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:13 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:13 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:13 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:11 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:10 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:09 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:08 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:08 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:07 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 21:16:07 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 20:58:37 +0000 2020,0,0,0,False,0,False,
en,"Atlanta, GA",,,,desota,Mon Dec 07 20:45:03 +0000 2020,0,0,0,False,0,False,
en,"Boulder, Colorado",,,,SAGE_Cardano,Mon Dec 07 20:43:28 +0000 2020,0,0,0,False,0,False,
en,Eugene,,,,KTone,Mon Dec 07 20:41:43 +0000 2020,0,0,0,False,0,False,
en,"New York, USA",,,,bitcointe,Mon Dec 07 20:04:49 +0000 2020,0,0,0,False,0,False,
en,"New York, USA",,,,Andrew96983547,Mon Dec 07 20:04:37 +0000 2020,0,1,0,False,0,True,
en,"Nashville, Tennessee",,,,ChrisGraff,Mon Dec 07 19:54:39 +0000 2020,0,0,0,False,0,False,
en,"Florida, USA",,,,SouthEastSt8kin,Mon Dec 07 19:48:41 +0000 2020,0,0,0,False,0,False,
en,"Colorado Springs, CO",,,,altcoinprotege,Mon Dec 07 19:47:22 +0000 2020,0,0,0,False,0,False,
en,badlands,,,,DCdoso,Mon Dec 07 19:45:51 +0000 2020,2,1,14,False,0,True,
en,United States,,,,TobiasFancee,Mon Dec 07 19:42:19 +0000 2020,0,3,0,False,0,False,
en,,,,,Swag_Stakepool,Mon Dec 07 19:41:46 +0000 2020,0,1,0,False,0,True,
en,"Wyoming, USA",,,,InputOutputHK,Mon Dec 07 19:30:56 +0000 2020,28,16,110,False,0,False,
en,United States,,,,Crypto_Chiro,Mon Dec 07 19:28:20 +0000 2020,0,0,0,False,0,True,
en,USA,,,,webnowcompany,Mon Dec 07 19:25:11 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 19:25:09 +0000 2020,0,0,0,False,0,False,
en,New York,,,,RealSaidov,Mon Dec 07 19:05:53 +0000 2020,2,3,3,False,0,True,
en,"Detroit , Mi",,,,VapeAvenue_ADA,Mon Dec 07 18:51:35 +0000 2020,0,0,0,False,0,False,
en,"New York, USA",,,,bitcointe,Mon Dec 07 18:49:52 +0000 2020,0,0,0,False,0,False,
en,USA,,,,FluidChains,Mon Dec 07 18:30:11 +0000 2020,0,0,0,False,0,False,
en,"Los Angeles, CA",,,,Artz_Pool,Mon Dec 07 18:23:49 +0000 2020,0,0,0,False,0,False,
en,California ,,,,henryviribus,Mon Dec 07 18:23:36 +0000 2020,0,0,0,False,0,False,
en,"Chicago, IL",,,,K9KStaking,Mon Dec 07 18:13:10 +0000 2020,3,7,6,False,0,False,
en,"Baltimore, MD",,,,DavidGZeiler,Mon Dec 07 18:07:32 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 18:04:20 +0000 2020,0,0,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 18:04:19 +0000 2020,0,0,0,False,0,False,
en,United States,,,,Crypto_Chiro,Mon Dec 07 18:00:49 +0000 2020,0,0,0,False,0,False,
en,United States,,,,TobiasFancee,Mon Dec 07 17:45:19 +0000 2020,0,3,1,False,0,False,
en,"New York, USA",,,,CoinDesk,Mon Dec 07 17:30:48 +0000 2020,1,3,8,False,0,False,
en,United States,,,,TobiasFancee,Mon Dec 07 17:09:03 +0000 2020,0,6,0,False,0,False,
en,USA,,,,FanceePool,Mon Dec 07 17:05:58 +0000 2020,0,0,3,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 17:04:56 +0000 2020,0,0,0,False,0,False,
en,"Cincinnati, OH",,,,jasonappleton,Mon Dec 07 17:03:15 +0000 2020,0,17,13,False,0,False,
en,United States,,,,TobiasFancee,Mon Dec 07 17:00:07 +0000 2020,0,0,0,False,0,False,
en,Planet Earth ,,,,TheCrypticWolf1,Mon Dec 07 16:46:40 +0000 2020,0,0,0,False,0,False,
en,New York,,,,RealSaidov,Mon Dec 07 16:22:56 +0000 2020,0,6,0,False,0,False,
en,USA,,,,webnowcompany,Mon Dec 07 16:20:28 +0000 2020,0,0,0,False,0,False,
